date,tempmax,tempmin,temp,feelslike,dew,humidity,severerisk,precip,snow,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,latitude,longitude
2021-01-25,56.8,55.3,56.3,56.3,56.0,98.8,,0.598,0,15.8,1014.1,95.5,1.6,30.8,2.5,1,41.650791,-8.58779
2021-01-26,58.4,56.3,56.8,56.8,56.7,99.5,,0.527,0,7.1,1022.9,99.0,1.1,29.4,2.4,2,41.653315,-8.43569
2021-01-27,57.5,55.0,56.2,56.2,55.9,98.9,,0.129,0,8.8,1027.1,95.3,3.0,41.1,3.5,2,41.650791,-8.58779
2021-01-28,56.3,53.6,55.1,55.1,54.6,98.4,,0.08,0,11.4,1024.4,94.7,2.2,53.7,4.5,3,41.5549,-8.58779
2021-01-29,56.6,54.5,55.3,55.3,54.5,97.4,,0.358,0,18.8,1020.6,92.0,2.6,36.7,3.2,2,41.653315,-8.58779
2021-01-30,56.7,53.1,54.9,54.9,50.3,84.3,,0.19899999999999998,0,16.3,1016.9,84.1,5.9,30.3,2.6,2,41.650791,-8.58779
2021-01-31,57.5,51.4,55.4,55.4,54.3,96.1,,0.731,0,11.0,1017.0,95.2,2.9,40.1,3.3,2,41.449721999999994,-8.296389
2021-02-01,56.4,55.0,55.8,55.8,54.4,95.1,,0.07200000000000001,0,16.2,1018.4,92.0,4.1,27.6,2.4,1,41.653315,-8.58779
2021-02-02,57.5,54.9,55.7,55.7,54.3,95.1,,0.755,0,26.1,1014.1,94.8,3.9,24.9,2.3,1,41.5549,-8.43569
2021-02-03,58.0,50.6,54.4,54.4,51.4,89.5,,0.985,0,17.3,1010.7,63.2,6.1,48.2,4.0,3,41.653315,-8.43569
2021-02-04,54.9,47.5,50.4,49.8,48.0,91.4,,0.142,0,8.3,1009.4,69.9,6.4,51.1,4.4,2,41.653315,-8.58779
2021-02-05,53.3,44.0,48.5,47.2,45.0,87.9,,0.031,0,9.7,1006.3,62.9,6.5,46.5,4.0,2,41.650791,-8.4067
2021-02-06,54.7,43.0,49.5,46.8,41.5,74.1,,0.052000000000000005,0,18.2,1006.2,44.3,6.4,40.9,3.4,2,41.449721999999994,-8.58779
2021-02-07,54.0,36.0,44.5,41.8,42.3,91.8,,0.419,0,14.0,1008.7,67.8,5.4,29.8,2.6,1,41.5549,-8.43569
2021-02-08,54.2,49.4,51.9,51.5,47.3,84.7,,0.305,0,13.8,1004.4,72.1,5.6,28.4,2.5,2,41.653315,-8.58779
2021-02-09,54.6,48.8,52.0,51.5,48.6,88.3,,0.866,0,17.7,1000.9,89.3,5.2,41.9,3.7,3,41.449721999999994,-8.43569
2021-02-10,56.8,44.5,52.3,52.3,47.6,84.5,,0.069,0,12.4,1008.8,66.1,5.7,87.5,7.4,4,41.449721999999994,-8.296389
2021-02-11,58.6,54.6,56.6,56.6,55.8,97.0,,0.085,0,18.5,1015.2,91.9,3.7,57.1,4.8,3,41.449721999999994,-8.4067
2021-02-12,58.6,52.7,54.9,54.9,52.0,90.2,,0.9059999999999999,0,11.2,1017.6,60.3,5.8,104.2,9.0,5,41.5549,-8.43569
2021-02-13,57.3,51.3,54.3,54.3,51.3,89.7,,0.006,0,10.6,1026.7,77.2,5.9,39.0,3.3,3,41.5549,-8.43569
2021-02-14,64.1,50.2,55.8,55.8,48.3,77.2,,0.0,0,12.9,1025.3,77.0,6.5,109.7,9.5,5,41.449721999999994,-8.43569
2021-02-15,69.7,48.2,57.6,57.1,45.2,65.7,,0.0,0,14.5,1024.3,76.6,7.4,123.3,10.5,5,41.449721999999994,-8.4067
2021-02-16,57.4,49.7,54.8,54.8,51.6,89.0,,0.639,0,14.5,1024.0,82.2,6.1,52.7,4.5,2,41.650791,-8.43569
2021-02-17,56.9,48.7,53.5,53.0,51.7,94.0,,0.307,0,19.5,1019.6,87.5,5.8,67.1,5.7,4,41.653315,-8.296389
2021-02-18,56.1,50.2,53.6,53.6,49.9,87.4,,0.556,0,18.9,1015.5,81.0,7.0,47.8,4.1,2,41.5549,-8.296389
2021-02-19,58.3,51.2,56.2,56.2,51.8,85.4,,0.004,0,25.6,1014.5,82.9,6.0,34.1,2.9,2,41.650791,-8.296389
2021-02-20,58.5,48.7,54.9,54.8,51.0,87.5,,1.6869999999999998,0,33.6,1005.0,86.8,4.5,18.8,1.6,1,41.449721999999994,-8.58779
2021-02-21,54.8,44.3,48.6,47.3,43.8,84.2,,0.473,0,9.0,1008.3,59.0,6.2,100.1,8.5,5,41.650791,-8.43569
2021-02-22,58.6,39.6,48.5,46.3,41.8,79.0,,0.004,0,10.2,1019.7,25.7,7.5,162.1,14.0,6,41.653315,-8.4067
2021-02-23,62.2,53.1,57.5,57.5,44.7,62.6,,0.0,0,14.9,1026.6,76.9,8.1,118.9,10.2,7,41.5549,-8.43569
2021-02-24,62.1,49.6,56.2,56.1,43.4,63.0,,0.009000000000000001,0,13.8,1026.3,42.3,7.3,119.4,10.3,5,41.653315,-8.4067
2021-02-25,54.7,49.0,51.7,51.5,48.2,88.2,,0.132,0,6.9,1027.1,76.1,6.8,56.4,4.9,2,41.650791,-8.58779
2021-02-26,66.3,49.0,56.2,55.9,48.3,75.8,,0.0,0,7.6,1027.3,74.0,6.7,140.1,12.1,5,41.449721999999994,-8.296389
2021-02-27,65.5,51.2,56.2,56.2,47.9,74.5,,0.0,0,8.7,1024.6,76.6,6.7,159.7,13.7,6,41.653315,-8.4067
2021-02-28,61.8,48.5,54.2,53.4,42.6,66.0,,0.0,0,8.8,1018.1,21.7,7.5,176.5,15.2,6,41.449721999999994,-8.4067
2021-03-01,57.3,49.9,54.5,54.4,49.5,83.2,,0.013999999999999999,0,12.6,1017.3,87.6,6.3,58.5,5.1,3,41.650791,-8.58779
2021-03-02,58.9,48.5,53.7,53.7,48.7,83.5,,0.063,0,8.2,1024.2,67.2,6.9,55.9,4.9,2,41.653315,-8.4067
2021-03-03,66.7,44.2,54.3,53.3,46.8,77.7,,0.002,0,7.4,1025.8,47.3,6.2,152.7,13.0,7,41.653315,-8.296389
2021-03-04,61.9,51.2,55.5,55.5,49.5,80.8,,0.0,0,7.1,1018.1,57.9,6.0,80.1,6.9,3,41.449721999999994,-8.4067
2021-03-05,65.1,49.7,56.3,56.3,48.8,77.2,,0.004,0,8.7,1015.7,40.4,6.3,133.3,11.6,5,41.650791,-8.296389
2021-03-06,61.8,47.8,53.8,53.0,45.3,73.8,,0.0,0,9.3,1019.4,17.1,7.0,182.3,15.6,6,41.449721999999994,-8.43569
2021-03-07,57.3,43.4,50.2,49.3,44.7,81.8,,0.0,0,10.2,1017.9,53.3,5.9,179.3,15.6,6,41.5549,-8.58779
2021-03-08,59.8,41.4,49.9,48.6,39.4,68.9,,0.0,0,12.9,1017.2,40.5,7.0,179.9,15.5,7,41.653315,-8.4067
2021-03-09,55.9,39.3,48.2,46.9,36.6,64.8,,0.0,0,11.2,1021.2,26.5,7.7,192.2,16.6,7,41.653315,-8.296389
2021-03-10,55.9,39.4,48.7,47.4,44.4,85.2,,0.055999999999999994,0,8.0,1024.6,78.8,5.8,75.9,6.3,3,41.449721999999994,-8.296389
2021-03-11,57.8,51.8,54.0,54.0,52.5,94.7,,0.253,0,10.1,1025.8,94.9,4.9,46.5,4.0,2,41.449721999999994,-8.43569
2021-03-12,56.9,44.9,51.1,50.8,45.4,81.8,,0.08,0,10.4,1026.4,52.2,7.1,154.3,13.3,8,41.5549,-8.43569
2021-03-13,57.7,43.1,49.9,48.8,44.5,82.7,,0.03,0,10.3,1027.1,51.2,6.2,79.9,6.8,4,41.5549,-8.296389
2021-03-14,59.5,42.1,51.3,50.4,46.0,83.4,,0.002,0,12.3,1028.8,53.1,6.5,133.9,11.5,6,41.449721999999994,-8.58779
2021-03-15,63.9,47.3,54.6,53.5,44.2,69.3,,0.0,0,11.0,1026.1,31.6,7.5,206.5,17.9,7,41.449721999999994,-8.4067
2021-03-16,68.3,50.2,58.1,58.1,43.7,60.3,,0.0,0,13.2,1025.8,12.7,8.1,208.8,18.0,7,41.653315,-8.296389
2021-03-17,72.8,51.6,61.8,61.8,40.2,46.2,,0.0,0,11.2,1024.4,17.9,8.2,214.8,18.5,7,41.449721999999994,-8.4067
2021-03-18,64.2,47.2,56.5,56.3,35.6,46.2,,0.0,0,13.2,1022.0,31.9,7.9,187.1,16.0,7,41.5549,-8.4067
2021-03-19,62.6,43.5,53.2,52.3,38.1,56.9,,0.0,0,17.8,1019.2,59.8,8.0,138.8,12.0,7,41.653315,-8.4067
2021-03-20,59.8,42.5,52.0,50.9,35.5,54.2,,0.0,0,13.5,1021.1,1.1,7.7,218.5,18.7,7,41.653315,-8.296389
2021-03-21,57.2,43.7,50.3,47.8,33.6,53.8,,0.0,0,15.4,1024.2,0.8,7.5,224.0,19.2,8,41.449721999999994,-8.4067
2021-03-22,61.4,41.7,51.4,50.2,40.4,67.6,,0.0,0,8.9,1021.5,23.6,7.4,217.4,18.7,8,41.449721999999994,-8.296389
2021-03-23,58.8,42.1,50.8,50.0,44.0,77.9,,0.0,0,10.7,1023.5,18.4,6.8,231.2,19.9,8,41.5549,-8.4067
2021-03-24,58.9,41.2,50.0,49.6,42.4,76.9,,0.0,0,10.8,1026.4,44.2,7.1,209.5,18.1,8,41.650791,-8.296389
2021-03-25,58.5,41.5,50.2,49.4,43.8,79.4,,0.0,0,10.9,1024.6,63.1,7.5,219.3,19.0,7,41.449721999999994,-8.4067
2021-03-26,58.2,43.8,50.9,50.1,44.7,79.9,,0.0,0,10.9,1025.2,58.6,7.6,164.1,14.1,9,41.653315,-8.43569
2021-03-27,64.2,41.9,52.6,51.5,42.5,70.5,,0.0,0,9.0,1024.8,31.9,7.2,228.0,19.7,8,41.5549,-8.58779
2021-03-28,73.7,48.4,60.1,59.5,43.2,56.2,,0.0,0,9.2,1023.8,23.1,7.4,234.7,19.6,7,41.5549,-8.296389
2021-03-29,70.2,54.8,61.4,61.4,45.3,56.3,,0.0,0,8.9,1021.8,42.4,7.3,71.0,6.0,3,41.653315,-8.296389
2021-03-30,71.4,56.1,62.3,62.3,50.2,65.1,,0.0,0,8.2,1020.5,79.0,6.7,135.8,11.7,6,41.5549,-8.4067
2021-03-31,83.1,58.7,69.3,69.1,47.1,47.4,,0.0,0,11.5,1012.8,60.3,7.0,209.0,18.0,7,41.449721999999994,-8.43569
2021-04-01,68.2,56.5,61.6,61.6,53.5,75.7,,0.08800000000000001,0,10.2,1011.7,73.0,6.4,99.2,8.6,4,41.650791,-8.296389
2021-04-02,61.8,53.7,57.7,57.7,53.8,87.4,,0.042,0,7.6,1017.5,62.8,5.5,71.3,6.1,2,41.653315,-8.58779
2021-04-03,69.3,52.4,59.4,59.4,53.7,82.7,,0.008,0,9.6,1015.7,45.4,5.0,225.4,19.5,7,41.653315,-8.296389
2021-04-04,69.7,50.6,59.5,59.5,47.9,68.8,,0.0,0,13.0,1015.4,28.1,5.8,254.0,22.0,8,41.449721999999994,-8.4067
2021-04-05,67.3,49.4,58.6,58.5,44.7,61.5,,0.0,0,7.3,1017.1,5.5,7.7,255.4,22.1,8,41.5549,-8.43569
2021-04-06,63.8,45.3,54.8,54.4,46.4,74.2,,0.0,0,6.9,1014.9,23.9,7.0,258.0,22.3,8,41.650791,-8.4067
2021-04-07,69.5,47.3,56.7,55.8,42.6,62.3,,0.0,0,14.1,1014.6,69.2,7.6,251.5,21.6,8,41.449721999999994,-8.58779
2021-04-08,64.0,50.8,57.0,57.0,49.2,75.9,,0.0,0,10.1,1017.9,59.3,6.6,250.2,21.5,8,41.449721999999994,-8.58779
2021-04-09,64.7,50.4,57.6,57.6,52.3,82.8,,0.005,0,11.9,1015.0,73.4,6.5,128.5,11.0,6,41.653315,-8.296389
2021-04-10,62.6,54.5,57.6,57.6,54.1,88.3,,0.257,0,8.7,1011.3,67.7,5.9,87.7,7.5,3,41.5549,-8.4067
2021-04-11,64.7,50.3,57.0,57.0,47.4,72.7,,0.006999999999999999,0,10.2,1015.3,39.0,6.3,165.9,14.2,8,41.5549,-8.296389
2021-04-12,65.5,50.7,57.9,57.9,39.9,52.1,,0.0,0,16.3,1020.8,64.6,7.6,188.8,16.3,6,41.650791,-8.296389
2021-04-13,61.5,52.5,57.7,57.7,52.3,83.2,,0.294,0,7.8,1019.5,87.4,5.8,87.7,7.5,5,41.5549,-8.4067
2021-04-14,70.2,52.4,61.4,61.4,53.5,76.6,,0.0,0,10.6,1015.5,70.9,6.7,206.7,17.8,8,41.650791,-8.4067
2021-04-15,69.9,54.7,61.4,61.4,49.4,66.7,,0.0,0,10.2,1013.9,38.5,7.2,228.0,19.6,8,41.5549,-8.43569
2021-04-16,67.2,48.2,58.5,58.4,46.3,66.2,,0.0,0,9.8,1016.1,26.5,7.2,285.7,24.8,9,41.650791,-8.4067
2021-04-17,66.5,50.5,57.3,57.3,38.3,50.9,,0.0,0,11.6,1018.9,27.2,7.0,279.2,24.1,9,41.653315,-8.43569
2021-04-18,68.0,48.9,58.3,57.6,42.9,58.5,,0.0,0,9.3,1020.0,88.7,6.8,243.1,21.2,8,41.449721999999994,-8.4067
2021-04-19,62.2,54.8,58.3,58.3,51.4,78.5,,0.009000000000000001,0,8.2,1018.7,66.6,7.0,217.0,18.7,9,41.5549,-8.58779
2021-04-20,61.3,53.2,56.9,56.9,52.1,84.1,,0.163,0,9.7,1015.9,81.6,6.6,147.2,12.9,7,41.653315,-8.4067
2021-04-21,58.5,51.1,54.5,54.5,52.1,91.7,,0.5820000000000001,0,7.9,1011.7,81.4,6.3,108.2,9.3,4,41.5549,-8.43569
2021-04-22,64.5,52.3,58.3,58.3,53.5,85.1,,0.162,0,7.2,1012.5,67.2,6.7,198.4,17.2,6,41.5549,-8.296389
2021-04-23,66.0,53.3,59.0,59.0,54.8,86.4,,0.451,0,10.6,1011.5,79.0,6.5,90.1,7.8,4,41.449721999999994,-8.4067
2021-04-24,67.8,57.9,61.3,61.3,56.7,85.3,,0.36,0,7.9,1010.3,65.8,6.6,222.1,19.0,7,41.5549,-8.58779
2021-04-25,67.6,56.7,60.1,60.1,55.6,85.9,,0.68,0,7.3,1008.6,52.8,6.5,108.1,9.3,7,41.5549,-8.58779
2021-04-26,66.1,53.4,60.1,60.1,54.7,83.0,,0.01,0,10.1,1007.2,48.9,7.3,225.1,19.3,9,41.449721999999994,-8.58779
2021-04-27,63.9,53.4,58.6,58.6,54.1,85.3,,0.0,0,8.2,1006.7,59.2,6.5,257.9,22.3,8,41.5549,-8.4067
2021-04-28,62.3,53.6,57.7,57.7,51.6,81.0,,0.325,0,15.9,1006.9,61.8,6.7,137.7,12.0,6,41.653315,-8.58779
2021-04-29,59.5,47.7,53.5,53.3,44.4,71.9,,0.0,0,13.9,1009.9,49.3,8.4,248.7,21.2,9,41.650791,-8.296389
2021-04-30,60.0,43.2,52.4,52.1,43.3,72.8,,0.0,0,20.4,1012.4,31.8,7.5,193.1,16.8,9,41.5549,-8.296389
2021-05-01,58.7,43.4,52.0,51.0,41.4,68.5,,0.0,0,17.1,1016.6,29.4,8.2,241.9,20.9,8,41.650791,-8.296389
2021-05-02,60.9,41.6,52.1,51.7,40.6,67.1,,0.0,0,15.4,1019.1,22.0,7.0,278.1,23.9,9,41.449721999999994,-8.58779
2021-05-03,64.2,43.8,55.3,54.8,42.3,63.2,,0.0,0,14.4,1019.4,3.4,8.1,313.2,27.0,9,41.650791,-8.58779
2021-05-04,62.8,42.7,54.2,53.9,45.4,73.2,,0.0,0,17.9,1020.0,25.3,7.8,344.3,29.7,10,41.653315,-8.43569
2021-05-05,64.9,50.5,58.1,58.1,52.1,80.9,,0.001,0,14.5,1019.6,42.4,7.6,302.0,26.0,9,41.650791,-8.4067
2021-05-06,65.9,50.9,58.4,58.4,53.1,83.4,,0.006999999999999999,0,9.5,1020.0,62.8,7.2,150.6,12.9,8,41.653315,-8.43569
2021-05-07,66.7,53.1,59.9,59.9,53.4,80.3,,0.0,0,9.2,1019.9,47.8,7.5,339.8,29.3,10,41.449721999999994,-8.4067
2021-05-08,67.7,49.9,59.0,58.9,52.1,79.6,,0.0,0,13.1,1013.3,37.0,7.4,304.3,26.5,9,41.653315,-8.58779
2021-05-09,60.2,53.1,57.0,57.0,51.3,82.0,,0.85,0,17.4,1005.9,63.1,6.4,116.4,10.1,5,41.653315,-8.296389
2021-05-10,57.0,49.9,53.6,53.5,47.6,80.2,,0.27,0,9.8,1011.1,65.6,6.9,135.7,11.7,5,41.653315,-8.4067
2021-05-11,60.9,47.8,54.4,54.1,46.8,76.4,,0.196,0,14.8,1019.5,70.2,6.6,166.5,14.3,7,41.5549,-8.43569
2021-05-12,60.6,54.7,57.6,57.6,50.9,79.2,,0.233,0,16.3,1019.8,65.5,7.1,118.4,10.2,4,41.653315,-8.58779
2021-05-13,61.5,54.4,57.8,57.8,54.8,89.8,,0.662,0,12.4,1018.2,79.8,5.0,92.5,7.8,6,41.449721999999994,-8.4067
2021-05-14,62.6,45.8,55.6,55.6,49.6,81.3,,0.031,0,7.7,1020.4,54.6,6.7,251.7,21.8,9,41.653315,-8.43569
2021-05-15,62.2,58.2,60.1,60.1,58.7,95.2,,0.14300000000000002,0,12.7,1017.5,99.5,4.3,57.9,4.8,3,41.449721999999994,-8.58779
2021-05-16,63.2,53.8,60.2,60.2,55.6,85.7,,0.102,0,12.4,1018.1,72.4,5.5,250.5,21.8,9,41.5549,-8.58779
2021-05-17,64.6,48.8,57.5,57.4,49.5,76.1,,0.0,0,8.7,1021.7,47.1,7.6,329.4,28.5,9,41.650791,-8.58779
2021-05-18,64.2,54.8,59.7,59.7,54.2,82.6,,0.183,0,14.4,1021.8,68.3,5.7,228.1,19.6,9,41.653315,-8.4067
2021-05-19,66.8,47.6,58.3,58.1,49.8,74.7,,0.0,0,13.0,1024.9,40.7,8.2,338.6,29.1,9,41.653315,-8.58779
2021-05-20,68.5,49.8,60.3,60.3,51.9,75.9,,0.0,0,12.9,1022.8,52.0,7.6,339.3,29.5,9,41.653315,-8.58779
2021-05-21,62.0,53.1,58.7,58.7,51.4,77.9,,0.006999999999999999,0,10.3,1020.0,78.1,7.2,191.5,16.7,7,41.653315,-8.43569
2021-05-22,60.8,50.8,55.8,55.8,45.7,69.9,,0.004,0,11.9,1019.8,38.3,7.6,205.6,17.7,7,41.449721999999994,-8.58779
2021-05-23,61.4,44.2,54.7,54.6,45.9,73.4,,0.013000000000000001,0,12.1,1021.9,43.6,7.8,305.1,26.3,9,41.653315,-8.43569
2021-05-24,62.7,53.3,58.5,58.5,50.0,74.8,,0.174,0,13.9,1023.8,66.2,6.8,249.4,21.7,8,41.650791,-8.43569
2021-05-25,67.5,47.9,58.6,58.0,48.1,69.4,,0.0,0,14.5,1024.6,36.7,7.3,326.2,28.1,9,41.650791,-8.43569
2021-05-26,68.7,52.9,62.1,62.1,51.6,69.3,,0.0,0,12.4,1018.6,41.0,6.9,319.0,27.5,9,41.5549,-8.43569
2021-05-27,67.5,52.2,60.5,60.5,53.2,77.6,,0.0,0,11.3,1015.8,67.2,6.8,320.3,27.6,9,41.5549,-8.4067
2021-05-28,66.9,54.8,60.7,60.7,55.3,82.6,,0.0,0,12.8,1017.3,57.4,6.3,325.9,28.1,9,41.449721999999994,-8.4067
2021-05-29,67.6,54.1,61.0,61.0,55.6,83.2,,0.0,0,13.5,1019.9,52.4,6.2,342.6,29.9,9,41.5549,-8.4067
2021-05-30,66.1,56.3,60.8,60.8,56.8,87.3,,0.0,0,6.8,1016.3,65.8,5.1,336.8,29.2,9,41.449721999999994,-8.296389
2021-05-31,66.4,53.7,59.8,59.8,56.6,89.3,,0.034,0,8.5,1011.8,88.4,3.7,257.3,22.4,8,41.5549,-8.58779
2021-06-01,64.1,58.0,60.9,60.9,55.1,81.4,,0.0,0,8.3,1012.1,80.0,6.6,177.1,15.2,7,41.650791,-8.4067
2021-06-02,65.4,54.8,59.5,59.5,54.3,83.2,,0.015,0,13.1,1015.4,79.1,6.9,204.4,17.8,9,41.449721999999994,-8.296389
2021-06-03,63.7,48.4,57.1,57.0,48.1,72.8,,0.0,0,17.8,1020.9,29.4,7.5,309.1,26.9,10,41.653315,-8.58779
2021-06-04,66.7,47.5,58.6,58.3,48.3,69.9,,0.0,0,14.8,1023.2,29.6,8.7,345.9,29.9,9,41.653315,-8.43569
2021-06-05,70.1,51.6,61.4,61.4,52.3,73.4,,0.0,0,11.3,1022.5,13.4,7.1,337.2,28.9,9,41.5549,-8.296389
2021-06-06,69.0,54.4,61.3,61.3,55.0,80.5,,0.0,0,11.5,1022.4,39.7,6.9,341.4,29.5,9,41.5549,-8.4067
2021-06-07,67.3,55.3,60.7,60.7,55.6,84.0,,0.0,0,12.8,1021.2,54.8,5.8,347.7,30.1,9,41.449721999999994,-8.58779
2021-06-08,70.1,54.9,61.7,61.7,55.0,79.6,,0.0,0,14.1,1021.7,46.0,6.5,344.3,29.8,9,41.5549,-8.4067
2021-06-09,74.2,53.9,64.9,64.9,55.6,73.3,,0.0,0,11.7,1021.2,8.8,7.6,341.4,29.4,9,41.650791,-8.58779
2021-06-10,70.7,57.8,64.1,64.1,57.5,79.8,,0.0,0,10.0,1018.1,28.1,6.7,334.8,29.0,9,41.449721999999994,-8.43569
2021-06-11,75.5,59.3,66.7,66.7,59.3,78.2,,0.068,0,8.7,1014.9,58.5,5.7,309.7,26.9,9,41.650791,-8.58779
2021-06-12,85.5,63.0,74.1,74.1,58.3,59.9,,0.003,0,21.6,1016.1,31.6,7.9,297.2,25.6,9,41.5549,-8.4067
2021-06-13,79.0,64.6,71.6,71.6,59.9,68.1,,0.11900000000000001,0,11.5,1018.7,32.1,6.6,218.2,18.6,9,41.653315,-8.4067
2021-06-14,75.7,60.5,68.7,68.7,60.6,76.1,,0.0,0,8.3,1018.5,25.1,7.0,306.7,26.3,9,41.449721999999994,-8.58779
2021-06-15,83.2,60.7,70.2,70.3,60.7,74.1,,0.051,0,12.8,1014.5,34.0,5.6,277.8,23.9,9,41.653315,-8.296389
2021-06-16,71.5,62.9,67.2,67.2,60.5,79.2,,0.004,0,9.4,1011.6,72.5,6.3,235.5,20.2,10,41.653315,-8.296389
2021-06-17,65.1,58.7,62.3,62.3,60.0,92.3,,0.127,0,10.5,1011.1,79.4,5.6,106.2,9.3,5,41.653315,-8.58779
2021-06-18,64.3,57.5,60.4,60.4,57.3,89.8,,0.5720000000000001,0,5.4,1012.9,74.9,6.2,96.8,8.3,5,41.650791,-8.296389
2021-06-19,64.1,54.8,59.2,59.2,55.2,86.8,,0.003,0,8.0,1015.9,65.3,6.2,179.9,15.6,9,41.5549,-8.58779
2021-06-20,64.0,55.9,59.2,59.2,55.7,88.3,,0.17600000000000002,0,14.4,1010.8,78.9,5.7,118.0,10.0,4,41.449721999999994,-8.4067
2021-06-21,64.9,58.1,60.7,60.7,56.9,87.6,,0.18600000000000003,0,10.3,1013.9,72.4,6.4,180.4,15.5,7,41.650791,-8.296389
2021-06-22,71.0,56.0,63.3,63.3,54.7,75.3,,0.001,0,16.7,1019.3,42.5,7.5,187.4,16.2,7,41.449721999999994,-8.296389
2021-06-23,72.4,54.2,64.0,64.0,49.6,60.6,,0.0,0,13.6,1020.4,19.0,8.2,321.4,27.8,9,41.650791,-8.43569
2021-06-24,80.6,58.8,70.1,70.0,51.9,54.8,,0.0,0,11.1,1019.4,2.6,8.4,344.7,29.7,9,41.653315,-8.43569
2021-06-25,82.5,63.1,72.2,72.1,55.6,57.8,,0.0,0,8.9,1017.2,39.6,8.0,342.8,29.6,9,41.650791,-8.58779
2021-06-26,66.1,57.4,61.8,61.8,56.9,84.5,,0.0,0,8.7,1016.3,83.2,5.9,316.7,27.1,9,41.449721999999994,-8.58779
2021-06-27,64.2,57.2,60.6,60.6,53.6,78.6,,0.025,0,13.9,1018.4,59.7,7.4,289.3,25.1,10,41.5549,-8.43569
2021-06-28,66.9,52.6,60.1,60.1,52.7,77.5,,0.0,0,16.3,1021.9,33.3,7.3,186.7,16.1,6,41.653315,-8.4067
2021-06-29,67.1,51.2,60.1,60.1,52.3,76.7,,0.0,0,15.4,1020.7,19.4,7.3,340.0,29.4,9,41.449721999999994,-8.43569
2021-06-30,67.9,52.5,60.2,60.2,54.7,83.0,,0.0,0,12.7,1017.9,36.7,6.8,330.3,28.6,9,41.449721999999994,-8.4067
2021-07-01,67.4,56.8,61.7,61.7,56.9,84.7,,0.0,0,11.2,1018.5,70.6,6.0,333.8,29.0,9,41.5549,-8.4067
2021-07-02,70.4,57.8,63.2,63.2,58.0,83.9,,0.098,0,7.1,1018.7,74.3,6.7,142.8,12.4,8,41.5549,-8.4067
2021-07-03,69.6,61.1,64.9,64.9,60.4,86.1,,0.044000000000000004,0,8.7,1019.0,66.4,5.4,256.1,22.2,8,41.449721999999994,-8.4067
2021-07-04,67.7,62.1,64.7,64.7,60.7,87.2,,0.032,0,8.1,1019.6,90.6,6.6,107.4,9.3,3,41.5549,-8.4067
2021-07-05,68.2,62.1,64.8,64.8,61.8,90.2,,0.193,0,11.7,1016.4,93.4,5.4,184.4,16.0,8,41.653315,-8.43569
2021-07-06,67.3,57.3,62.7,62.7,57.1,82.9,,0.02,0,9.1,1016.9,63.6,7.2,170.4,14.8,5,41.653315,-8.58779
2021-07-07,67.5,57.4,62.5,62.5,55.8,79.6,,0.0,0,13.0,1021.7,38.3,7.3,233.3,20.2,9,41.449721999999994,-8.58779
2021-07-08,71.0,53.6,62.7,62.7,54.3,75.6,,0.0,0,13.3,1023.9,14.7,7.5,336.9,29.0,9,41.653315,-8.43569
2021-07-09,74.4,54.5,65.1,65.1,56.6,75.3,,0.0,0,11.0,1020.3,6.5,7.3,338.8,29.2,9,41.5549,-8.4067
2021-07-10,77.6,58.7,68.8,68.8,57.4,68.7,,0.0,0,12.7,1017.4,0.2,7.2,328.9,28.4,9,41.449721999999994,-8.58779
2021-07-11,72.6,59.9,64.9,64.9,58.6,80.6,,0.0,0,16.4,1015.8,43.9,7.0,326.8,28.3,9,41.5549,-8.58779
2021-07-12,68.3,56.8,61.8,61.8,54.6,78.0,,0.023,0,17.4,1021.9,48.9,7.5,156.4,13.5,6,41.650791,-8.296389
2021-07-13,68.6,53.8,62.2,62.2,53.7,74.6,,0.0,0,14.6,1024.1,14.5,7.8,256.8,22.2,8,41.650791,-8.4067
2021-07-14,78.2,57.0,68.4,68.4,56.7,68.0,,0.0,0,12.0,1019.9,36.5,8.1,319.1,27.6,9,41.5549,-8.296389
2021-07-15,87.9,64.3,76.6,75.9,54.3,48.5,,0.0,0,11.8,1016.2,27.4,8.8,330.9,28.7,9,41.653315,-8.58779
2021-07-16,91.0,71.4,80.4,79.3,53.4,41.3,,0.0,0,10.8,1015.7,0.5,9.0,327.7,28.5,9,41.650791,-8.296389
2021-07-17,84.7,66.3,75.3,75.3,58.8,58.1,,0.0,0,8.6,1016.4,8.8,7.4,321.1,27.7,9,41.653315,-8.58779
2021-07-18,69.7,62.3,65.2,65.2,60.9,86.4,,0.002,0,11.0,1018.9,89.1,5.1,318.6,27.7,9,41.449721999999994,-8.58779
2021-07-19,69.2,60.4,63.5,63.5,59.6,87.7,,0.011000000000000001,0,12.1,1016.5,97.3,4.6,286.6,24.8,9,41.650791,-8.296389
2021-07-20,67.9,60.2,63.3,63.3,60.3,90.1,,0.012,0,9.7,1017.2,91.7,4.5,247.9,21.4,9,41.650791,-8.58779
2021-07-21,70.5,61.4,64.5,64.5,59.6,84.6,,0.0,0,12.7,1018.8,81.9,6.0,301.3,26.3,9,41.653315,-8.43569
2021-07-22,66.5,58.4,62.2,62.2,58.6,88.5,,0.004,0,7.3,1018.0,94.7,4.8,276.7,24.0,9,41.653315,-8.58779
