date,latitude,longitude,parameter,value,tempmax,tempmin,temp,feelslike,dew,humidity,severerisk,precip,snow,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
2022-05-26,41.449722,-8.296389,no2,15.7,77.1,59.2,68.3,68.3,52.6,58.4,10.0,0.0,0,12.4,1022.5,3.2,8.1,349.0,30.2,10
2022-05-26,41.449722,-8.296389,pm10,6.0,77.1,59.2,68.3,68.3,52.6,58.4,10.0,0.0,0,12.4,1022.5,3.2,8.1,349.0,30.2,10
2022-05-26,41.449722,-8.296389,no2,26.1,77.1,59.2,68.3,68.3,52.6,58.4,10.0,0.0,0,12.4,1022.5,3.2,8.1,349.0,30.2,10
2022-05-26,41.449722,-8.296389,pm10,11.0,77.1,59.2,68.3,68.3,52.6,58.4,10.0,0.0,0,12.4,1022.5,3.2,8.1,349.0,30.2,10
2022-05-26,41.449722,-8.296389,no2,34.7,77.1,59.2,68.3,68.3,52.6,58.4,10.0,0.0,0,12.4,1022.5,3.2,8.1,349.0,30.2,10
2022-05-26,41.449722,-8.296389,no2,41.3,77.1,59.2,68.3,68.3,52.6,58.4,10.0,0.0,0,12.4,1022.5,3.2,8.1,349.0,30.2,10
2022-05-26,41.449722,-8.296389,pm10,15.0,77.1,59.2,68.3,68.3,52.6,58.4,10.0,0.0,0,12.4,1022.5,3.2,8.1,349.0,30.2,10
2022-05-07,41.449722,-8.296389,no2,79.9,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,14.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,53.9,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,9.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,36.2,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,12.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,33.2,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,34.4,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,5.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,1.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,30.3,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,33.2,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,2.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,37.6,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,5.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,35.3,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,4.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,34.2,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,29.4,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,20.6,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,4.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,2.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,16.6,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,17.8,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,5.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,9.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,28.3,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,39.2,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,22.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,44.9,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,29.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,35.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,51.4,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,32.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,56.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,63.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,35.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,no2,68.2,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-05-07,41.449722,-8.296389,pm10,33.0,69.6,51.4,61.3,61.3,52.1,73.4,10.0,0.001,0,9.0,1020.9,53.6,5.7,300.6,25.8,9
2022-03-11,41.449722,-8.296389,no2,54.6,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,65.3,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,70.0,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,65.7,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,58.1,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,52.9,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,47.9,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,51.0,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,49.8,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,51.3,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,50.7,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,50.0,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,pm10,23.0,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,47.8,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,39.2,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,21.1,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,12.5,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,8.3,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,8.7,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,10.2,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,12.0,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,13.0,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,16.1,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-11,41.449722,-8.296389,no2,22.5,56.6,45.3,52.7,52.6,47.5,82.7,10.0,0.514,0,12.3,1013.4,58.8,6.9,139.3,12.0,6
2022-03-03,41.449722,-8.296389,no2,37.3,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,46.4,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,52.7,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,51.2,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,45.9,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,32.3,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,26.1,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,23.8,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,28.5,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,30.2,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,32.1,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,35.6,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,pm10,5.0,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,39.5,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,40.8,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,30.1,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,19.6,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,11.2,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,18.3,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,28.0,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,38.8,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,46.2,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-03-03,41.449722,-8.296389,no2,49.7,56.2,46.6,51.7,50.7,46.1,81.8,10.0,0.8,0,24.3,1020.9,66.6,6.3,162.8,11.8,7
2022-02-04,41.449722,-8.296389,no2,58.7,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,65.4,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,70.1,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,69.7,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,64.5,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,57.9,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,59.6,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,57.9,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,54.3,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,53.9,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,59.9,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,57.0,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,44.0,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,35.6,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,28.0,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,26.1,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,24.5,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,26.1,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,28.7,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,32.3,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,34.9,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,36.8,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,43.6,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2022-02-04,41.449722,-8.296389,no2,49.2,55.1,47.1,51.4,51.1,48.4,89.9,10.0,0.019,0,10.9,1024.9,80.4,7.0,75.5,6.5,3
2021-10-15,41.449722,-8.296389,no2,69.5,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,71.6,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,63.2,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,57.7,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,55.2,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,46.3,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,61.7,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,66.2,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,92.3,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,94.3,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,80.3,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,74.9,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,35.4,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,26.5,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,22.0,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,26.4,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,30.4,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,38.9,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-10-15,41.449722,-8.296389,no2,54.0,67.0,49.4,58.5,58.4,51.6,78.7,,0.0,0,8.4,1020.4,51.7,6.7,189.5,16.3,7
2021-09-20,41.449722,-8.296389,pm10,6.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,41.8,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,6.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,36.2,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,26.2,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,7.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,29.3,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,7.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,7.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,28.3,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,36.6,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,7.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,32.2,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,8.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,29.1,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,8.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,29.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,12.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,12.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,36.1,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,36.7,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,3.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,27.4,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,2.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,no2,32.8,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
2021-09-20,41.449722,-8.296389,pm10,0.0,75.9,55.6,65.3,65.3,52.6,66.1,,0.0,0,14.2,1022.6,3.6,7.6,244.2,21.2,8
