date,min,max,median,q1,q3,stdev,count
2022-08-30T00:00:00.000Z,0,26.1,4.6,1.6,7.4,4.12,620
2022-08-31T00:00:00.000Z,0.1,17,3.4,2.6,4.4,1.782,631
2022-09-01T00:00:00.000Z,0,34.9,6.2,1.6,17.8,9.532,469
2022-09-02T00:00:00.000Z,0,29.4,1.5,0.5,2.8,3.448,611
2022-09-03T00:00:00.000Z,0,37.8,4.1,0.8,6,5.838,534
2022-09-04T00:00:00.000Z,0,17.5,2,0.8,4.55,2.24,604
2022-09-05T00:00:00.000Z,0,21.1,3.4,2.2,5,3.081,605
2022-09-06T00:00:00.000Z,0,27.5,1,0.2,3.5,2.483,452
2022-09-07T00:00:00.000Z,0.1,21.9,10.35,6.2,14.3,5.635,246
2022-09-14T00:00:00.000Z,0,10.3,1.8,0.9,3.15,1.805,52
2022-09-15T00:00:00.000Z,0,29.3,0.1,0,0.2,6.077,52
2022-09-16T00:00:00.000Z,4.2,32,10.5,6.65,14.75,7.257,233
2022-09-17T00:00:00.000Z,1.4,31.9,6.7,3.1,12,5.742,427
2022-09-18T00:00:00.000Z,0.4,22.2,4.2,3,6.8,3.56,640
2022-09-19T00:00:00.000Z,1.3,101.4,9.4,6.3,18.85,9.49,601
2022-09-20T00:00:00.000Z,9.1,39.1,25,19.7,27.9,5.608,620
2022-09-21T00:00:00.000Z,11.8,50.9,32.35,25.3,37.29,8.466,578
2022-09-22T00:00:00.000Z,34.1,52.1,41.5,39.8,43.2,3.531,223
2022-09-28T00:00:00.000Z,0,6.7,0.3,0.1,0.9,1.105,125
2022-09-29T00:00:00.000Z,0,2.6,0.1,0,0.5,0.536,126
2022-09-30T00:00:00.000Z,0,6.4,0.1,0,0.2,1.252,82
2022-10-01T00:00:00.000Z,0,19.9,2.3,0.6,6.1,4.29,490
2022-10-02T00:00:00.000Z,0,53.5,4.1,2.9,5.9,4.126,565
2022-10-03T00:00:00.000Z,0,53.4,4.59,0.8,10.05,7.749,577
2022-10-04T00:00:00.000Z,3.3,85.4,17.5,10.8,22.45,9.561,661
2022-10-05T00:00:00.000Z,0,33.8,11.65,2.8,21.3,9.308,650
2022-10-06T00:00:00.000Z,0,41.5,6.3,3.4,19.8,11.125,644
2022-10-07T00:00:00.000Z,7,84.4,23.95,16.1,33.6,11.597,646
2022-10-08T00:00:00.000Z,9.1,65.2,25.9,18.2,32.2,8.364,653
2022-10-09T00:00:00.000Z,0.7,37.6,15.9,6.1,33.29,13.19,653
2022-10-10T00:00:00.000Z,0,81.1,5.4,2.8,36.79,18.597,634
2022-10-11T00:00:00.000Z,0,44.4,13.65,7.9,23.3,10.541,646
2022-10-12T00:00:00.000Z,3.7,22.7,9.1,6.5,15.35,5.258,625
2022-10-13T00:00:00.000Z,0,47.9,20.39,6.2,26.4,11.423,626
2022-10-14T00:00:00.000Z,0,57.4,5.6,3.2,12.6,9.124,609
2022-10-15T00:00:00.000Z,2.4,205.5,22.1,8,36.29,21.484,653
2022-10-16T00:00:00.000Z,0,11.6,1.1,0.3,2.4,1.683,426
2022-10-17T00:00:00.000Z,0,52.2,13.95,5.4,30.6,13.736,602
2022-10-18T00:00:00.000Z,3.3,49.6,9.25,7.2,13.3,5.372,462
2022-10-21T00:00:00.000Z,0,12,3,1.2,4.6,2.188,567
2022-10-22T00:00:00.000Z,0,7.3,0.6,0.2,2.2,1.592,384
2022-10-23T00:00:00.000Z,0,14.1,0.9,0.3,2.3,1.425,523
2022-10-24T00:00:00.000Z,0,45.8,5.55,2.35,8,7.65,636
2022-10-25T00:00:00.000Z,0,8.6,0.8,0.3,1.6,1.225,538
2022-10-26T00:00:00.000Z,0,20,2.5,0.8,5,3.04,586
2022-10-27T00:00:00.000Z,0,22.1,3.7,1.65,5.09,4.035,589
2022-10-28T00:00:00.000Z,0,16.1,3.35,0.3,5.9,3.369,524
2022-10-29T00:00:00.000Z,0,74.9,5.2,2.7,10.9,9.541,615
2022-10-30T00:00:00.000Z,0,52.7,6.3,0.9,20.55,12.955,576
2022-10-31T00:00:00.000Z,0,46.1,3.9,0.4,10.3,8.915,472
2022-11-01T00:00:00.000Z,0,59.1,7.55,2.5,22.5,13.267,606
2022-11-02T00:00:00.000Z,0,105.7,10.1,3.95,36.75,18.044,653
2022-11-03T00:00:00.000Z,0,34.8,4,1.1,8.25,6.626,461
2022-11-04T00:00:00.000Z,0,135.9,5.3,1.6,23,19.744,633
2022-11-05T00:00:00.000Z,0.9,249.5,19.89,9,41.8,35.806,675
2022-11-06T00:00:00.000Z,1.6,166.2,23.2,9.4,35.7,21.051,665
2022-11-07T00:00:00.000Z,0,145.5,22.1,15.1,33.2,18.702,658
2022-11-08T00:00:00.000Z,0,63.1,1.9,0.6,5.6,9.309,592
2022-11-09T00:00:00.000Z,0,43,6.1,3,18.6,9.76,591
2022-11-10T00:00:00.000Z,0,122.4,8.4,3.3,31.1,24.114,645
2022-11-11T00:00:00.000Z,0.6,175.9,9.69,4.1,20.9,15.403,658
2022-11-12T00:00:00.000Z,0,629,10.25,3,72.7,67.173,654
2022-11-13T00:00:00.000Z,0,73.3,15.4,5.9,23.25,11.438,573
2022-11-14T00:00:00.000Z,0,90.8,6.7,1.5,12.8,9.004,522
2022-11-15T00:00:00.000Z,0,35.4,1.4,0.3,5.15,6.113,376
2022-11-16T00:00:00.000Z,0,36.5,0.1,0,0.4,3.902,109
2022-11-17T00:00:00.000Z,0,181.6,2.2,0.8,11.4,13.39,400
2022-11-18T00:00:00.000Z,0,72.7,3,0.6,19.45,19.255,456
2022-11-19T00:00:00.000Z,0,64.9,16,5.9,33.79,15.608,643
2022-11-20T00:00:00.000Z,0,47.4,5.2,2.1,15.95,10.545,517
2022-11-21T00:00:00.000Z,0,74.8,2.7,0.8,5.09,14.953,303
2022-11-22T00:00:00.000Z,0,53.4,5.09,1.3,13.6,8.364,353
2022-11-23T00:00:00.000Z,0,139.5,5.4,2.7,28.05,19.193,493
2022-11-24T00:00:00.000Z,0,58.5,5.2,1.5,16.7,11.169,483
2022-11-25T00:00:00.000Z,0,120.1,6.7,1.2,40.1,24.341,631
2022-11-26T00:00:00.000Z,0,147.3,17.8,3.7,54.1,29.605,626
2022-11-27T00:00:00.000Z,1.9,211.4,21.25,7.8,33.6,19.126,666
2022-11-28T00:00:00.000Z,0,139.7,10.7,5.2,35.2,29.561,647
2022-11-29T00:00:00.000Z,0.2,250.7,21.8,13.6,53.8,33.34,675
2022-11-30T00:00:00.000Z,0.2,87.4,12.85,4.8,40.15,20.779,640
2022-12-01T00:00:00.000Z,0,283.5,26.2,5.7,50.9,41.707,467
2022-12-02T00:00:00.000Z,0,133.2,6,2.9,41.7,28.408,666
2022-12-03T00:00:00.000Z,0.9,355.3,18.89,7.7,56.8,50.557,667
2022-12-04T00:00:00.000Z,6.5,166.3,36.2,27.5,47.8,20.847,687
2022-12-05T00:00:00.000Z,0,143.6,9.4,1.2,40.4,27.426,659
2022-12-06T00:00:00.000Z,0.6,250.4,30.7,14.4,61.3,40.092,679
2022-12-07T00:00:00.000Z,0.1,273,18.6,5.8,35.9,25.349,651
2022-12-08T00:00:00.000Z,0,56.6,21.4,4.8,38,16.743,458
2022-12-09T00:00:00.000Z,0,39.1,4.4,1.3,8.8,8.254,554
2022-12-10T00:00:00.000Z,0,103.3,34.6,14.05,46.9,21.558,477
2022-12-11T00:00:00.000Z,0,83.7,11.3,1.6,42.55,23.097,485
2022-12-12T00:00:00.000Z,0,27.3,4.5,2.54,5.4,4.252,532
2022-12-13T00:00:00.000Z,0,35,2.4,1.3,5.6,5.586,660
2022-12-14T00:00:00.000Z,0,50.3,3.4,1.4,12.3,11.729,598
2022-12-15T00:00:00.000Z,0,56.8,5.6,2.8,19.3,11.415,653
2022-12-16T00:00:00.000Z,0,129.4,11.5,0.9,35.15,26.395,373
2022-12-17T00:00:00.000Z,0,76.7,22.8,7.55,36.6,18.553,653
2022-12-18T00:00:00.000Z,0,37.9,2.2,0.9,4.3,6.566,628
2022-12-19T00:00:00.000Z,0,29.3,4.1,0.8,7.2,4.666,612
2022-12-20T00:00:00.000Z,0,36.5,0.4,0.1,1.8,3.092,308
2022-12-21T00:00:00.000Z,0,14.6,1.7,1,3.6,1.85,586
2022-12-22T00:00:00.000Z,0,16.8,0.7,0.2,2,2.484,431
2022-12-23T00:00:00.000Z,0,15,4,2.6,5.2,1.803,630
2022-12-24T00:00:00.000Z,0,30.4,3.7,0.9,6.5,5.187,608
2022-12-25T00:00:00.000Z,0,46.8,5.3,1.5,11,9.191,525
2022-12-26T00:00:00.000Z,0,70.8,9.25,2,29.15,17.33,580
2022-12-27T00:00:00.000Z,13.6,136.5,38.7,32.79,49.8,19.24,647
2022-12-28T00:00:00.000Z,0,88.6,20.9,2.75,39.4,20.344,561
2022-12-29T00:00:00.000Z,0,61.3,2.29,0.2,23.5,14.22,199
2022-12-30T00:00:00.000Z,0,11,2.7,0.5,4,1.942,451
2022-12-31T00:00:00.000Z,0,48.4,4.9,3.9,7.5,7.646,623
2023-01-01T00:00:00.000Z,0,56.6,3.35,1.1,18.85,13.92,552
2023-01-02T00:00:00.000Z,0,185.7,14,4.5,38.15,30.711,625
2023-01-03T00:00:00.000Z,0,195.8,16.45,4.1,46.25,31.778,660
2023-01-04T00:00:00.000Z,1.2,172.8,27.3,12.6,38.4,26.593,684
2023-01-05T00:00:00.000Z,1,227.1,27.1,14.1,54.8,37.009,670
2023-01-06T00:00:00.000Z,25.8,91.5,39.4,33.8,47.6,10.075,630
2023-01-07T00:00:00.000Z,0,49.9,3.1,1,14.75,10.725,544
2023-01-08T00:00:00.000Z,0,32.5,0.7,0.2,1.9,3.103,398
2023-01-09T00:00:00.000Z,0,218.3,2.3,0.5,45.4,34.266,625
2023-01-10T00:00:00.000Z,0,57.5,19.8,9,29,12.724,622
2023-01-11T00:00:00.000Z,0,105.2,13.1,1.2,28.1,19.294,321
2023-01-12T00:00:00.000Z,4.8,136,32.3,22.45,75.7,32.152,681
2023-01-13T00:00:00.000Z,4.1,252,32.4,15.5,56.35,34.604,653
2023-01-14T00:00:00.000Z,0,56.7,23.1,16.5,30.2,11.411,659
2023-01-15T00:00:00.000Z,0,190.5,2.3,0.3,6.8,17.662,262
2023-01-16T00:00:00.000Z,0,6.5,0.4,0.1,0.9,0.798,406
2023-01-17T00:00:00.000Z,0,5,0.2,0.1,0.4,0.59,306
2023-01-18T00:00:00.000Z,0,82.3,4.59,0.3,26.55,17.277,285
2023-01-19T00:00:00.000Z,0,119.9,32.54,22.2,38.29,18.33,424
2023-01-20T00:00:00.000Z,0,7.3,2.1,0.7,3.1,1.657,227
2023-01-21T00:00:00.000Z,0,44,5.3,1.2,16.89,10.595,366
2023-01-22T00:00:00.000Z,0,76.4,3.4,0.7,22,16.747,633
2023-01-23T00:00:00.000Z,0.2,123.3,7.1,4,17.3,12.731,663
2023-01-24T00:00:00.000Z,0.1,69.2,6.2,1.7,18.39,12.265,647
2023-01-25T00:00:00.000Z,0.7,254.2,18.85,7.95,28.35,29.33,672
2023-01-26T00:00:00.000Z,0,55.6,4.9,3.1,7.6,8.414,646
2023-01-27T00:00:00.000Z,0,26.1,1.6,0.4,4.09,4.38,344
2023-01-28T00:00:00.000Z,0,27.5,3.8,1.1,6.8,4.494,455
2023-01-29T00:00:00.000Z,0,252,4.3,1,30.6,26.239,650
2023-01-30T00:00:00.000Z,2.1,348.2,22.95,10.4,43,40.31,674
2023-01-31T00:00:00.000Z,6.8,240.4,35.6,23.5,48.5,34.605,639
2023-02-01T00:00:00.000Z,6.7,613.8,37.15,23.7,50.1,47.272,662
2023-02-02T00:00:00.000Z,0,368.8,19.7,8.4,42.15,48.143,676
2023-02-03T00:00:00.000Z,1.8,198.9,27.3,15.95,44.2,25.854,669
2023-02-04T00:00:00.000Z,4.3,237.2,39.4,31,47.8,30.813,658
2023-02-05T00:00:00.000Z,12.8,133,27.25,20.5,37.1,13.225,686
2023-02-06T00:00:00.000Z,0,128.5,20.35,8.8,28.9,15.023,610
2023-02-07T00:00:00.000Z,3.9,62.4,22.9,15,33.79,11.908,651
2023-02-08T00:00:00.000Z,0.3,121.6,10.5,4.6,25.95,19.712,645
2023-02-09T00:00:00.000Z,0,178.4,6.6,2.5,26.2,20.894,599
2023-02-10T00:00:00.000Z,0.1,158.9,14.85,4.2,29.4,15.74,658
2023-02-11T00:00:00.000Z,2.6,80.2,13.2,6.9,30.7,14.312,647
2023-02-12T00:00:00.000Z,0.2,160.5,8.69,3.1,21.45,12.434,664
2023-02-13T00:00:00.000Z,4,178.2,11.5,7.5,32.4,25.986,621
2023-02-14T00:00:00.000Z,3,149.8,11.7,7.3,26.2,24.622,649
2023-02-15T00:00:00.000Z,1.6,45.3,8.9,6.4,17.75,7.768,648
2023-02-16T00:00:00.000Z,7.6,165.3,26.3,16.8,33.29,19.616,652
2023-02-17T00:00:00.000Z,1.7,430,22.3,10.9,38.9,33.736,655
2023-02-18T00:00:00.000Z,3,116.8,16.2,11.2,26.1,12.076,650
2023-02-19T00:00:00.000Z,7.2,411.3,36.8,24.8,43.1,23.261,639
2023-02-20T00:00:00.000Z,17.8,91.3,33.4,26.7,44.2,11.973,626
2023-02-21T00:00:00.000Z,10.4,70,27.7,20.4,35.6,10.704,630
2023-02-22T00:00:00.000Z,0,68.4,8.5,1.5,30.6,17.727,611
2023-02-23T00:00:00.000Z,0,44.2,11.05,0.3,26.5,13.954,254
2023-02-24T00:00:00.000Z,0,130.1,15.6,6.6,25.6,22.675,679
2023-02-25T00:00:00.000Z,2.5,229.9,44,28.1,66.65,36.229,584
2023-02-26T00:00:00.000Z,0,262.7,7.1,4.3,20.7,26.947,667
2023-02-27T00:00:00.000Z,0.1,159.1,5.1,3.1,9,12.557,647
2023-02-28T00:00:00.000Z,0,19,1.9,0.4,4.8,3.507,608
2023-03-01T00:00:00.000Z,0,195.2,4.9,3.1,13.7,19.514,647
2023-03-02T00:00:00.000Z,0,181.2,12.4,3.4,26.8,19.234,631
2023-03-03T00:00:00.000Z,18.8,193.6,34,30.7,40.6,27.769,654
2023-03-04T00:00:00.000Z,3.8,156.3,33.2,22,52.6,27.099,651
2023-03-05T00:00:00.000Z,5.5,152.5,22.1,15,40.9,21.747,645
2023-03-06T00:00:00.000Z,0,57.3,14.2,5.09,32.2,15.849,626
2023-03-07T00:00:00.000Z,0,49.7,2.7,0.3,8.5,8.548,464
2023-03-08T00:00:00.000Z,0,15.4,3.4,1.1,5.4,2.904,391
2023-03-09T00:00:00.000Z,0,9.6,3.6,1.5,6.2,2.444,543
2023-03-10T00:00:00.000Z,0,29.6,4.8,3.1,6.8,5.481,613
2023-03-11T00:00:00.000Z,0,56.9,4.1,1.6,21.4,12.692,582
2023-03-12T00:00:00.000Z,0,34.9,13,5.55,22,9.144,632
2023-03-13T00:00:00.000Z,0,31.1,2.29,1.1,6.4,5.464,618
2023-03-14T00:00:00.000Z,0,88.8,3.3,1.4,7.9,13.997,596
2023-03-15T00:00:00.000Z,0,84.4,12.1,5.09,28.65,15.881,644
2023-03-16T00:00:00.000Z,0,41.9,21.25,9.4,26.8,10.102,646
2023-03-17T00:00:00.000Z,0,15.5,1.3,0.2,2.5,2.262,271
2023-03-18T00:00:00.000Z,0,60.2,3.1,0.95,5.45,8.973,381
2023-03-19T00:00:00.000Z,0,71,4,0.6,16,14.362,483
2023-03-20T00:00:00.000Z,0,62.7,12.3,7.1,21.7,12.21,649
2023-03-21T00:00:00.000Z,0.4,62.3,26,3.5,35.1,16.386,651
2023-03-22T00:00:00.000Z,0,79.6,18.2,10,30.2,12.072,626
2023-03-23T00:00:00.000Z,0,17.9,3,1.5,5.09,3.369,633
2023-03-24T00:00:00.000Z,0,70.2,2.2,0.3,32.4,18.079,348
