date,min,max,median,q1,q3,stdev,count
2022-12-06T00:00:00.000Z,0.8,268.7,34.2,15.8,72.2,43.777,676
2022-12-07T00:00:00.000Z,0.1,312.6,19.85,6.2,42.1,29.884,660
2022-12-08T00:00:00.000Z,0,67.8,22.4,5.1,45.6,20.325,465
2022-12-09T00:00:00.000Z,0,47.8,4.2,1.1,8.9,8.845,595
2022-12-10T00:00:00.000Z,0,109.2,39.6,7.7,57,25.945,511
2022-12-11T00:00:00.000Z,0,89.6,9.9,1.5,51.4,27.227,510
2022-12-12T00:00:00.000Z,0,29.5,6,3.1,7.1,4.625,547
2022-12-13T00:00:00.000Z,0,40.9,3.3,2,6.1,5.941,678
2022-12-14T00:00:00.000Z,0,62.4,4,1.5,11.5,13.271,627
2022-12-15T00:00:00.000Z,0,65,6.15,3.1,20.6,13.028,678
2022-12-16T00:00:00.000Z,0,139.5,7.3,0.5,40.3,28.968,402
2022-12-17T00:00:00.000Z,0,82.2,23.9,8.3,43.8,21.805,655
2022-12-18T00:00:00.000Z,0,45.9,2.5,1.2,4.7,7.079,642
2022-12-19T00:00:00.000Z,0,32.4,4.2,0.9,7.6,5.031,621
2022-12-20T00:00:00.000Z,0,42.4,0.4,0.1,1.3,3.019,420
2022-12-21T00:00:00.000Z,0.3,16.8,2.8,2,4.8,2.041,583
2022-12-22T00:00:00.000Z,0,17.9,1,0.3,2.2,2.557,495
2022-12-23T00:00:00.000Z,0.1,16.7,4.7,3.1,5.9,1.938,635
2022-12-24T00:00:00.000Z,0.1,33.3,4.3,1.2,7.15,5.615,613
2022-12-25T00:00:00.000Z,0,57.8,5.3,1.6,11.8,10.647,545
2022-12-26T00:00:00.000Z,0,77.7,9,1.8,31.35,20.65,609
2022-12-27T00:00:00.000Z,15.7,141.6,47.1,37.4,62,20.646,651
2022-12-28T00:00:00.000Z,0,93.3,18.5,2,47.3,24.394,587
2022-12-29T00:00:00.000Z,0,69,0.7,0.1,11.4,15.008,267
2022-12-30T00:00:00.000Z,0,13.1,3,0.6,4.59,2.249,507
2022-12-31T00:00:00.000Z,0,58.8,5.5,4.5,8.5,8.607,628
2023-01-01T00:00:00.000Z,0,69.2,3.7,1.2,19.8,16.471,564
2023-01-02T00:00:00.000Z,0,198.7,16.25,4.9,46.35,33.411,632
2023-01-03T00:00:00.000Z,0,205.2,18.6,4.5,57.6,35.032,662
2023-01-04T00:00:00.000Z,1.6,183.5,29.7,14.4,46.25,29.173,685
2023-01-05T00:00:00.000Z,1.3,244.5,29.3,15.6,66.7,40.109,666
2023-01-06T00:00:00.000Z,27.6,98.3,48.05,39.7,59.1,12.412,648
2023-01-07T00:00:00.000Z,0,62.7,3.7,1.5,16.7,12.045,564
2023-01-08T00:00:00.000Z,0,37.5,0.9,0.3,2.29,3.152,471
2023-01-09T00:00:00.000Z,0,246.3,2.8,0.8,55.7,38.17,642
2023-01-10T00:00:00.000Z,0,68.4,21,9.8,32.29,15.287,635
2023-01-11T00:00:00.000Z,0,112.9,6.9,0.3,23.55,22.061,389
2023-01-12T00:00:00.000Z,5.3,146,36.79,24.2,81.9,34.184,682
2023-01-13T00:00:00.000Z,4.6,291,37.15,17.35,68.65,39.039,660
2023-01-14T00:00:00.000Z,0.1,68.9,24.3,18.14,34.29,14.483,664
2023-01-15T00:00:00.000Z,0,202.1,2.2,0.2,6.1,18.166,313
2023-01-16T00:00:00.000Z,0,7.4,0.6,0.2,1.4,1.037,514
2023-01-17T00:00:00.000Z,0,6.1,0.3,0.1,0.7,0.757,472
2023-01-18T00:00:00.000Z,0,90.4,3.85,0.3,26.2,19.857,308
2023-01-19T00:00:00.000Z,0,131.7,37.54,23.6,46.7,21.407,430
2023-01-20T00:00:00.000Z,0,7.9,2.15,0.7,3.4,1.728,236
2023-01-21T00:00:00.000Z,0,55.2,5.45,1.2,16.7,11.859,390
2023-01-22T00:00:00.000Z,0,81.2,3.2,0.9,22.25,19.463,657
2023-01-23T00:00:00.000Z,0.4,138.5,7.7,4.2,19.2,15.106,663
2023-01-24T00:00:00.000Z,0.4,81.7,6.75,2.1,20.2,14.481,650
2023-01-25T00:00:00.000Z,0.9,278.6,20.8,9.15,32.1,32.94,661
2023-01-26T00:00:00.000Z,0,70.1,5.5,3.6,8.55,10.089,652
2023-01-27T00:00:00.000Z,0,29.1,1.5,0.4,4.2,4.741,392
2023-01-28T00:00:00.000Z,0,30.9,4,1.3,7.2,5,484
2023-01-29T00:00:00.000Z,0,269.8,4.7,1.2,33.04,29.371,653
2023-01-30T00:00:00.000Z,2.5,414.5,24.8,11.7,52.75,44.018,681
2023-01-31T00:00:00.000Z,7.3,257.7,42.7,25,60.85,37.366,640
2023-02-01T00:00:00.000Z,7.3,677.2,45.1,25.35,62.35,51.088,668
2023-02-02T00:00:00.000Z,0.1,413.2,21.3,9.15,51.6,52.165,677
2023-02-03T00:00:00.000Z,2.1,216.8,29.7,18.2,54.2,28.646,682
2023-02-04T00:00:00.000Z,4.6,270.6,48,35.7,59.35,33.009,661
2023-02-05T00:00:00.000Z,14.4,146.6,29.3,22.05,45.1,16.654,677
2023-02-06T00:00:00.000Z,0,136.6,21.45,8.75,30.85,17.539,616
2023-02-07T00:00:00.000Z,4.1,72.8,24.35,16.6,39.35,14.743,656
2023-02-08T00:00:00.000Z,0.5,130,11.75,5.09,27.8,22.748,648
