date,latitude,longitude,parameter,value
2021-04-27,41.5549,-8.4067,pm10,12.4
2021-04-28,41.5549,-8.4067,pm10,10.98
2021-04-29,41.5549,-8.4067,pm10,5.22
2021-04-30,41.5549,-8.4067,pm10,5.03
2021-05-01,41.5549,-8.4067,pm10,3.99
2021-05-02,41.5549,-8.4067,pm10,3.87
2021-05-03,41.5549,-8.4067,pm10,4.42
2021-05-04,41.5549,-8.4067,pm10,5.68
2021-05-05,41.5549,-8.4067,pm10,4.11
2021-05-06,41.5549,-8.4067,pm10,4.78
2021-05-07,41.5549,-8.4067,pm10,8.52
2021-05-08,41.5549,-8.4067,pm10,6.6
2021-05-09,41.5549,-8.4067,pm10,5.75
2021-05-10,41.5549,-8.4067,pm10,6.97
2021-05-11,41.5549,-8.4067,pm10,7.15
2021-05-12,41.5549,-8.4067,pm10,8.0
2021-05-13,41.5549,-8.4067,pm10,7.26
2021-05-14,41.5549,-8.4067,pm10,8.0
2021-05-15,41.5549,-8.4067,pm10,11.26
2021-05-16,41.5549,-8.4067,pm10,5.15
2021-05-17,41.5549,-8.4067,pm10,9.07
2021-05-18,41.5549,-8.4067,pm10,4.78
2021-05-19,41.5549,-8.4067,pm10,3.29
2021-05-20,41.5549,-8.4067,pm10,6.53
2021-05-21,41.5549,-8.4067,pm10,8.82
2021-05-22,41.5549,-8.4067,pm10,7.8
2021-05-23,41.5549,-8.4067,pm10,5.88
2021-05-24,41.5549,-8.4067,pm10,13.63
2021-05-25,41.5549,-8.4067,pm10,10.5
2021-05-26,41.5549,-8.4067,pm10,9.4
2021-05-27,41.5549,-8.4067,pm10,15.45
2021-06-04,41.5549,-8.4067,pm10,4.75
2021-06-05,41.5549,-8.4067,pm10,4.21
2021-06-06,41.5549,-8.4067,pm10,14.92
2021-06-07,41.5549,-8.4067,pm10,18.48
2021-06-08,41.5549,-8.4067,pm10,11.81
2021-06-09,41.5549,-8.4067,pm10,7.9
2021-06-10,41.5549,-8.4067,pm10,7.75
2021-06-11,41.5549,-8.4067,pm10,20.43
2021-06-12,41.5549,-8.4067,pm10,6.22
2021-06-13,41.5549,-8.4067,pm10,7.57
2021-06-23,41.5549,-8.4067,pm10,4.38
2021-06-24,41.5549,-8.4067,pm10,2.97
2021-06-25,41.5549,-8.4067,pm10,3.0
2021-06-26,41.5549,-8.4067,pm10,13.62
2021-06-27,41.5549,-8.4067,pm10,5.9
2021-06-28,41.5549,-8.4067,pm10,8.38
2021-06-29,41.5549,-8.4067,pm10,10.38
2021-06-30,41.5549,-8.4067,pm10,12.27
2021-07-01,41.5549,-8.4067,pm10,15.65
2021-07-02,41.5549,-8.4067,pm10,5.57
2021-07-03,41.5549,-8.4067,pm10,5.43
2021-07-04,41.5549,-8.4067,pm10,6.57
2021-07-05,41.5549,-8.4067,pm10,4.25
2021-07-06,41.5549,-8.4067,pm10,9.82
2021-07-07,41.5549,-8.4067,pm10,8.32
2021-07-08,41.5549,-8.4067,pm10,6.54
2021-07-09,41.5549,-8.4067,pm10,7.24
2021-07-10,41.5549,-8.4067,pm10,5.89
2021-07-11,41.5549,-8.4067,pm10,6.85
2021-07-12,41.5549,-8.4067,pm10,7.04
2021-07-13,41.5549,-8.4067,pm10,6.94
2021-07-14,41.5549,-8.4067,pm10,3.15
2021-07-15,41.5549,-8.4067,pm10,3.35
2021-07-16,41.5549,-8.4067,pm10,3.79
2021-07-17,41.5549,-8.4067,pm10,6.53
2021-07-18,41.5549,-8.4067,pm10,21.83
2021-07-19,41.5549,-8.4067,pm10,9.8
2021-07-20,41.5549,-8.4067,pm10,10.83
2021-07-21,41.5549,-8.4067,pm10,11.48
2021-07-22,41.5549,-8.4067,pm10,21.85
2021-07-23,41.5549,-8.4067,pm10,8.16
2021-07-24,41.5549,-8.4067,pm10,6.42
2021-07-25,41.5549,-8.4067,pm10,6.05
2021-07-26,41.5549,-8.4067,pm10,7.97
2021-07-27,41.5549,-8.4067,pm10,9.35
2021-07-28,41.5549,-8.4067,pm10,5.28
2021-07-29,41.5549,-8.4067,pm10,7.5
2021-07-30,41.5549,-8.4067,pm10,8.19
2021-07-31,41.5549,-8.4067,pm10,6.42
2021-08-01,41.5549,-8.4067,pm10,13.14
2021-08-02,41.5549,-8.4067,pm10,4.24
2021-08-03,41.5549,-8.4067,pm10,5.81
2021-08-04,41.5549,-8.4067,pm10,1.92
2021-08-05,41.5549,-8.4067,pm10,11.22
2021-08-06,41.5549,-8.4067,pm10,5.95
2021-08-07,41.5549,-8.4067,pm10,6.88
2021-08-08,41.5549,-8.4067,pm10,5.18
2021-08-09,41.5549,-8.4067,pm10,7.55
2021-08-10,41.5549,-8.4067,pm10,9.65
2021-08-11,41.5549,-8.4067,pm10,12.05
2021-08-12,41.5549,-8.4067,pm10,12.96
2021-08-13,41.5549,-8.4067,pm10,13.55
2021-08-14,41.5549,-8.4067,pm10,14.77
2021-08-15,41.5549,-8.4067,pm10,7.6
2021-08-16,41.5549,-8.4067,pm10,5.05
2021-08-17,41.5549,-8.4067,pm10,5.32
2021-08-18,41.5549,-8.4067,pm10,6.85
2021-08-19,41.5549,-8.4067,pm10,10.02
2021-08-20,41.5549,-8.4067,pm10,15.33
2021-08-21,41.5549,-8.4067,pm10,4.93
2021-08-22,41.5549,-8.4067,pm10,7.22
2021-08-23,41.5549,-8.4067,pm10,9.39
2021-08-24,41.5549,-8.4067,pm10,8.32
2021-08-25,41.5549,-8.4067,pm10,19.63
2021-08-26,41.5549,-8.4067,pm10,19.3
2021-08-27,41.5549,-8.4067,pm10,19.62
2021-08-28,41.5549,-8.4067,pm10,16.3
2021-08-29,41.5549,-8.4067,pm10,16.3
2021-08-30,41.5549,-8.4067,pm10,13.9
2021-08-31,41.5549,-8.4067,pm10,11.46
2021-09-01,41.5549,-8.4067,pm10,17.66
2021-09-02,41.5549,-8.4067,pm10,18.25
2021-09-03,41.5549,-8.4067,pm10,12.77
2021-09-04,41.5549,-8.4067,pm10,13.4
2021-09-05,41.5549,-8.4067,pm10,9.55
2021-09-06,41.5549,-8.4067,pm10,9.85
2021-09-07,41.5549,-8.4067,pm10,7.2
2021-09-08,41.5549,-8.4067,pm10,7.85
2021-09-09,41.5549,-8.4067,pm10,9.99
2021-09-10,41.5549,-8.4067,pm10,7.7
2021-09-11,41.5549,-8.4067,pm10,5.49
2021-09-12,41.5549,-8.4067,pm10,6.18
2021-09-13,41.5549,-8.4067,pm10,8.81
2021-09-14,41.5549,-8.4067,pm10,6.89
2021-09-15,41.5549,-8.4067,pm10,6.23
2021-09-16,41.5549,-8.4067,pm10,6.32
2021-09-17,41.5549,-8.4067,pm10,15.52
2021-09-18,41.5549,-8.4067,pm10,7.77
2021-09-19,41.5549,-8.4067,pm10,5.05
2021-09-20,41.5549,-8.4067,pm10,3.0
2021-09-21,41.5549,-8.4067,pm10,2.29
2021-09-22,41.5549,-8.4067,pm10,2.39
2021-09-23,41.5549,-8.4067,pm10,3.8
2021-09-24,41.5549,-8.4067,pm10,5.3
2021-09-25,41.5549,-8.4067,pm10,7.63
2021-09-26,41.5549,-8.4067,pm10,4.63
2021-09-27,41.5549,-8.4067,pm10,7.59
2021-09-28,41.5549,-8.4067,pm10,7.23
2021-09-29,41.5549,-8.4067,pm10,4.7
2021-09-30,41.5549,-8.4067,pm10,6.2
2021-10-01,41.5549,-8.4067,pm10,10.94
2021-10-02,41.5549,-8.4067,pm10,6.7
2021-10-03,41.5549,-8.4067,pm10,6.43
2021-10-04,41.5549,-8.4067,pm10,8.75
2021-10-05,41.5549,-8.4067,pm10,4.97
2021-10-06,41.5549,-8.4067,pm10,6.28
2021-10-07,41.5549,-8.4067,pm10,10.74
2021-10-08,41.5549,-8.4067,pm10,12.17
2021-10-09,41.5549,-8.4067,pm10,45.05
2021-10-10,41.5549,-8.4067,pm10,3.22
2021-10-11,41.5549,-8.4067,pm10,4.9
2021-10-12,41.5549,-8.4067,pm10,6.15
2021-10-13,41.5549,-8.4067,pm10,4.8
2021-10-14,41.5549,-8.4067,pm10,15.75
2021-10-15,41.5549,-8.4067,pm10,22.65
2021-10-16,41.5549,-8.4067,pm10,60.12
2021-10-17,41.5549,-8.4067,pm10,12.63
2021-10-18,41.5549,-8.4067,pm10,15.27
2021-10-19,41.5549,-8.4067,pm10,13.9
2021-10-20,41.5549,-8.4067,pm10,15.38
2021-10-21,41.5549,-8.4067,pm10,10.5
2021-10-22,41.5549,-8.4067,pm10,6.43
2021-10-23,41.5549,-8.4067,pm10,13.8
2021-10-24,41.5549,-8.4067,pm10,11.23
2021-10-25,41.5549,-8.4067,pm10,7.7
2021-10-26,41.5549,-8.4067,pm10,13.2
2021-10-27,41.5549,-8.4067,pm10,17.0
2021-10-28,41.5549,-8.4067,pm10,17.6
2021-10-29,41.5549,-8.4067,pm10,7.55
2021-10-30,41.5549,-8.4067,pm10,10.27
2021-10-31,41.5549,-8.4067,pm10,10.98
2021-11-01,41.5549,-8.4067,pm10,6.0
2021-11-02,41.5549,-8.4067,pm10,10.77
2021-11-03,41.5549,-8.4067,pm10,13.24
2021-11-04,41.5549,-8.4067,pm10,8.8
2021-11-05,41.5549,-8.4067,pm10,5.42
2021-11-06,41.5549,-8.4067,pm10,6.43
2021-11-07,41.5549,-8.4067,pm10,16.67
2021-11-08,41.5549,-8.4067,pm10,19.27
2021-11-09,41.5549,-8.4067,pm10,27.74
2021-11-10,41.5549,-8.4067,pm10,25.83
2021-11-11,41.5549,-8.4067,pm10,40.83
2021-11-12,41.5549,-8.4067,pm10,44.43
2021-11-13,41.5549,-8.4067,pm10,28.05
2021-11-14,41.5549,-8.4067,pm10,31.2
2021-11-15,41.5549,-8.4067,pm10,21.57
2021-11-16,41.5549,-8.4067,pm10,9.9
2021-11-17,41.5549,-8.4067,pm10,11.42
2021-11-18,41.5549,-8.4067,pm10,3.03
2021-11-19,41.5549,-8.4067,pm10,4.43
2021-11-20,41.5549,-8.4067,pm10,9.82
2021-11-21,41.5549,-8.4067,pm10,33.47
2021-11-22,41.5549,-8.4067,pm10,4.67
2021-11-23,41.5549,-8.4067,pm10,5.43
2021-11-24,41.5549,-8.4067,pm10,11.37
2021-11-25,41.5549,-8.4067,pm10,13.62
2021-11-26,41.5549,-8.4067,pm10,8.5
2021-11-27,41.5549,-8.4067,pm10,12.8
2021-11-28,41.5549,-8.4067,pm10,15.73
2021-11-29,41.5549,-8.4067,pm10,13.53
2021-11-30,41.5549,-8.4067,pm10,42.7
2021-12-01,41.5549,-8.4067,pm10,31.65
2021-12-02,41.5549,-8.4067,pm10,11.73
2021-12-03,41.5549,-8.4067,pm10,14.17
2021-12-04,41.5549,-8.4067,pm10,13.67
2021-12-05,41.5549,-8.4067,pm10,16.6
2021-12-06,41.5549,-8.4067,pm10,17.87
2021-12-07,41.5549,-8.4067,pm10,12.7
2021-12-08,41.5549,-8.4067,pm10,12.57
2021-12-09,41.5549,-8.4067,pm10,16.82
2021-12-10,41.5549,-8.4067,pm10,17.98
2021-12-11,41.5549,-8.4067,pm10,44.3
2021-12-12,41.5549,-8.4067,pm10,26.2
2021-12-13,41.5549,-8.4067,pm10,6.1
2021-12-14,41.5549,-8.4067,pm10,3.4
2021-12-16,41.5549,-8.4067,pm10,35.9
2021-12-17,41.5549,-8.4067,pm10,31.57
2021-12-18,41.5549,-8.4067,pm10,33.72
2021-12-19,41.5549,-8.4067,pm10,8.69
2021-12-20,41.5549,-8.4067,pm10,8.8
2021-12-21,41.5549,-8.4067,pm10,6.22
2021-12-22,41.5549,-8.4067,pm10,6.47
2021-12-23,41.5549,-8.4067,pm10,14.2
2021-12-24,41.5549,-8.4067,pm10,14.85
2021-12-25,41.5549,-8.4067,pm10,11.47
2021-12-26,41.5549,-8.4067,pm10,10.43
2021-12-27,41.5549,-8.4067,pm10,51.91
2021-12-28,41.5549,-8.4067,pm10,27.61
2021-12-29,41.5549,-8.4067,pm10,6.32
2021-12-30,41.5549,-8.4067,pm10,20.35
2021-12-31,41.5549,-8.4067,pm10,12.42
2022-01-01,41.5549,-8.4067,pm10,6.31
2022-01-02,41.5549,-8.4067,pm10,9.52
2022-01-03,41.5549,-8.4067,pm10,20.37
2022-01-04,41.5549,-8.4067,pm10,10.93
2022-01-05,41.5549,-8.4067,pm10,25.97
2022-01-06,41.5549,-8.4067,pm10,34.64
2022-01-07,41.5549,-8.4067,pm10,19.6
2022-01-08,41.5549,-8.4067,pm10,39.54
2022-01-09,41.5549,-8.4067,pm10,20.03
2022-01-10,41.5549,-8.4067,pm10,15.37
2022-01-11,41.5549,-8.4067,pm10,27.58
2022-01-12,41.5549,-8.4067,pm10,2.9
2022-01-13,41.5549,-8.4067,pm10,8.4
2022-01-14,41.5549,-8.4067,pm10,7.97
2022-01-15,41.5549,-8.4067,pm10,15.6
2022-01-16,41.5549,-8.4067,pm10,10.43
2022-01-17,41.5549,-8.4067,pm10,22.45
2022-01-18,41.5549,-8.4067,pm10,17.52
2022-01-19,41.5549,-8.4067,pm10,35.79
2022-01-20,41.5549,-8.4067,pm10,29.73
2022-01-21,41.5549,-8.4067,pm10,5.49
2022-01-22,41.5549,-8.4067,pm10,7.77
2022-01-23,41.5549,-8.4067,pm10,10.95
2022-01-24,41.5549,-8.4067,pm10,40.63
2022-01-25,41.5549,-8.4067,pm10,20.32
2022-01-26,41.5549,-8.4067,pm10,7.87
2022-01-27,41.5549,-8.4067,pm10,23.6
2022-01-28,41.5549,-8.4067,pm10,11.67
2022-01-29,41.5549,-8.4067,pm10,14.5
2022-01-30,41.5549,-8.4067,pm10,16.57
2022-01-31,41.5549,-8.4067,pm10,30.9
2022-02-01,41.5549,-8.4067,pm10,26.8
2022-02-02,41.5549,-8.4067,pm10,9.17
2022-02-03,41.5549,-8.4067,pm10,32.93
2022-02-04,41.5549,-8.4067,pm10,29.32
2022-02-05,41.5549,-8.4067,pm10,10.93
2022-02-06,41.5549,-8.4067,pm10,8.4
2022-02-07,41.5549,-8.4067,pm10,11.7
2022-02-08,41.5549,-8.4067,pm10,6.55
2022-02-09,41.5549,-8.4067,pm10,25.96
2022-02-10,41.5549,-8.4067,pm10,33.53
2022-02-11,41.5549,-8.4067,pm10,36.85
2022-02-14,41.5549,-8.4067,pm10,18.57
2022-02-15,41.5549,-8.4067,pm10,23.83
2022-02-16,41.5549,-8.4067,pm10,14.3
2022-02-17,41.5549,-8.4067,pm10,10.82
2022-02-18,41.5549,-8.4067,pm10,9.63
2022-02-19,41.5549,-8.4067,pm10,6.97
2022-02-20,41.5549,-8.4067,pm10,10.19
2022-02-21,41.5549,-8.4067,pm10,11.2
2022-02-22,41.5549,-8.4067,pm10,7.5
2022-02-23,41.5549,-8.4067,pm10,11.57
2022-02-24,41.5549,-8.4067,pm10,16.93
2022-02-25,41.5549,-8.4067,pm10,3.5
2022-02-26,41.5549,-8.4067,pm10,13.14
2022-02-27,41.5549,-8.4067,pm10,25.9
2022-02-28,41.5549,-8.4067,pm10,22.43
2022-03-01,41.5549,-8.4067,pm10,25.63
2022-03-02,41.5549,-8.4067,pm10,16.6
2022-03-03,41.5549,-8.4067,pm10,7.27
2022-03-04,41.5549,-8.4067,pm10,8.13
2022-03-05,41.5549,-8.4067,pm10,16.98
2022-03-06,41.5549,-8.4067,pm10,4.33
2022-03-07,41.5549,-8.4067,pm10,6.0
2022-03-08,41.5549,-8.4067,pm10,4.72
2022-03-10,41.5549,-8.4067,pm10,10.65
2022-03-11,41.5549,-8.4067,pm10,16.89
2022-03-12,41.5549,-8.4067,pm10,16.1
2022-03-13,41.5549,-8.4067,pm10,10.19
2022-03-14,41.5549,-8.4067,pm10,8.18
2022-03-15,41.5549,-8.4067,pm10,41.8
2022-03-16,41.5549,-8.4067,pm10,75.22
2022-03-17,41.5549,-8.4067,pm10,17.37
2022-03-18,41.5549,-8.4067,pm10,7.23
2022-03-19,41.5549,-8.4067,pm10,10.5
2022-03-20,41.5549,-8.4067,pm10,9.52
2022-03-21,41.5549,-8.4067,pm10,3.63
2022-03-22,41.5549,-8.4067,pm10,6.13
2022-03-23,41.5549,-8.4067,pm10,2.83
2022-03-24,41.5549,-8.4067,pm10,8.56
2022-03-25,41.5549,-8.4067,pm10,23.8
2022-03-26,41.5549,-8.4067,pm10,16.05
2022-03-27,41.5549,-8.4067,pm10,23.88
2022-03-28,41.5549,-8.4067,pm10,27.0
2022-03-29,41.5549,-8.4067,pm10,31.27
2022-03-30,41.5549,-8.4067,pm10,17.1
2022-03-31,41.5549,-8.4067,pm10,10.54
2022-04-01,41.5549,-8.4067,pm10,4.33
2022-04-02,41.5549,-8.4067,pm10,3.25
2022-04-03,41.5549,-8.4067,pm10,2.06
2022-04-04,41.5549,-8.4067,pm10,3.45
2022-04-05,41.5549,-8.4067,pm10,8.6
2022-04-06,41.5549,-8.4067,pm10,12.27
2022-04-07,41.5549,-8.4067,pm10,8.68
2022-04-08,41.5549,-8.4067,pm10,9.44
2022-04-09,41.5549,-8.4067,pm10,9.02
2022-04-10,41.5549,-8.4067,pm10,5.4
2022-04-11,41.5549,-8.4067,pm10,6.28
2022-04-12,41.5549,-8.4067,pm10,8.98
2022-04-13,41.5549,-8.4067,pm10,5.43
2022-04-14,41.5549,-8.4067,pm10,6.37
2022-04-15,41.5549,-8.4067,pm10,9.98
2022-04-16,41.5549,-8.4067,pm10,17.04
2022-04-17,41.5549,-8.4067,pm10,17.25
2022-04-18,41.5549,-8.4067,pm10,3.73
2022-04-19,41.5549,-8.4067,pm10,4.83
2022-04-20,41.5549,-8.4067,pm10,3.4
2022-04-21,41.5549,-8.4067,pm10,5.62
2022-04-22,41.5549,-8.4067,pm10,4.47
2022-04-23,41.5549,-8.4067,pm10,4.4
2022-04-24,41.5549,-8.4067,pm10,7.15
2022-04-25,41.5549,-8.4067,pm10,7.6
2022-04-26,41.5549,-8.4067,pm10,7.71
2022-04-27,41.5549,-8.4067,pm10,9.23
2022-04-28,41.5549,-8.4067,pm10,6.28
2022-04-29,41.5549,-8.4067,pm10,8.73
2022-04-30,41.5549,-8.4067,pm10,10.65
2022-05-01,41.5549,-8.4067,pm10,12.4
2022-05-02,41.5549,-8.4067,pm10,8.15
2022-05-03,41.5549,-8.4067,pm10,4.9
2022-05-04,41.5549,-8.4067,pm10,6.18
2022-05-05,41.5549,-8.4067,pm10,8.24
2022-05-06,41.5549,-8.4067,pm10,9.4
2022-05-07,41.5549,-8.4067,pm10,5.15
2022-05-08,41.5549,-8.4067,pm10,6.05
2022-05-09,41.5549,-8.4067,pm10,9.84
2022-05-10,41.5549,-8.4067,pm10,14.75
2022-05-11,41.5549,-8.4067,pm10,11.62
2022-05-12,41.5549,-8.4067,pm10,8.94
2022-05-13,41.5549,-8.4067,pm10,7.35
2022-05-14,41.5549,-8.4067,pm10,7.8
2022-05-15,41.5549,-8.4067,pm10,9.32
2022-05-16,41.5549,-8.4067,pm10,5.77
2022-05-17,41.5549,-8.4067,pm10,6.78
2022-05-18,41.5549,-8.4067,pm10,10.07
2022-05-19,41.5549,-8.4067,pm10,10.88
2022-05-20,41.5549,-8.4067,pm10,10.19
2022-05-21,41.5549,-8.4067,pm10,20.65
2022-05-22,41.5549,-8.4067,pm10,10.7
2022-05-23,41.5549,-8.4067,pm10,6.5
2022-05-24,41.5549,-8.4067,pm10,5.82
2022-05-25,41.5549,-8.4067,pm10,4.07
2022-05-26,41.5549,-8.4067,pm10,3.72
2022-05-27,41.5549,-8.4067,pm10,3.05
2022-05-28,41.5549,-8.4067,pm10,4.59
2022-05-29,41.5549,-8.4067,pm10,9.51
2022-05-30,41.5549,-8.4067,pm10,10.53
2022-05-31,41.5549,-8.4067,pm10,11.1
2022-06-01,41.5549,-8.4067,pm10,8.77
