date,latitude,longitude,pm25
2020-10-06T00:00:00.000Z,41.5549,-8.4067,1.6
2020-10-21T00:00:00.000Z,41.5549,-8.4067,1.12
2020-11-05T00:00:00.000Z,41.5549,-8.4067,1.0
2020-11-06T00:00:00.000Z,41.5549,-8.4067,3.5
2020-11-07T00:00:00.000Z,41.5549,-8.4067,2.0
2020-11-08T00:00:00.000Z,41.5549,-8.4067,1.53
2020-11-09T00:00:00.000Z,41.5549,-8.4067,3.4
2020-11-10T00:00:00.000Z,41.5549,-8.4067,8.18
2020-11-11T00:00:00.000Z,41.5549,-8.4067,6.97
2020-11-12T00:00:00.000Z,41.5549,-8.4067,12.9
2020-11-13T00:00:00.000Z,41.5549,-8.4067,14.94
2020-11-14T00:00:00.000Z,41.5549,-8.4067,7.88
2020-11-15T00:00:00.000Z,41.5549,-8.4067,5.68
2020-11-16T00:00:00.000Z,41.5549,-8.4067,10.0
2020-11-17T00:00:00.000Z,41.5549,-8.4067,18.77
2020-11-18T00:00:00.000Z,41.5549,-8.4067,12.3
2020-11-19T00:00:00.000Z,41.5549,-8.4067,8.52
2020-11-20T00:00:00.000Z,41.5549,-8.4067,3.86
2020-11-21T00:00:00.000Z,41.5549,-8.4067,5.19
2020-11-22T00:00:00.000Z,41.5549,-8.4067,19.04
2020-11-23T00:00:00.000Z,41.5549,-8.4067,23.6
2020-11-24T00:00:00.000Z,41.5549,-8.4067,28.17
2020-11-25T00:00:00.000Z,41.5549,-8.4067,8.8
2020-11-26T00:00:00.000Z,41.5549,-8.4067,4.9
2020-11-27T00:00:00.000Z,41.5549,-8.4067,16.13
2020-11-28T00:00:00.000Z,41.5549,-8.4067,8.36
2020-11-29T00:00:00.000Z,41.5549,-8.4067,1.4
2020-11-30T00:00:00.000Z,41.5549,-8.4067,1.73
2020-12-01T00:00:00.000Z,41.5549,-8.4067,4.9
2020-12-02T00:00:00.000Z,41.5549,-8.4067,4.65
2020-12-03T00:00:00.000Z,41.5549,-8.4067,6.92
2020-12-04T00:00:00.000Z,41.5549,-8.4067,1.8
2020-12-05T00:00:00.000Z,41.5549,-8.4067,25.42
2020-12-11T00:00:00.000Z,41.5549,-8.4067,14.9
