date,latitude,longitude,pm10
2021-02-24T00:00:00.000Z,41.5549,-8.4067,9.8
2021-02-25T00:00:00.000Z,41.5549,-8.4067,9.1
2021-02-26T00:00:00.000Z,41.5549,-8.4067,26.27
2021-02-27T00:00:00.000Z,41.5549,-8.4067,27.77
2021-02-28T00:00:00.000Z,41.5549,-8.4067,11.77
2021-03-01T00:00:00.000Z,41.5549,-8.4067,24.93
2021-03-02T00:00:00.000Z,41.5549,-8.4067,15.5
2021-03-03T00:00:00.000Z,41.5549,-8.4067,36.47
2021-03-04T00:00:00.000Z,41.5549,-8.4067,50.25
2021-03-05T00:00:00.000Z,41.5549,-8.4067,34.72
2021-03-06T00:00:00.000Z,41.5549,-8.4067,19.45
2021-03-07T00:00:00.000Z,41.5549,-8.4067,35.52
2021-03-08T00:00:00.000Z,41.5549,-8.4067,10.11
2021-03-09T00:00:00.000Z,41.5549,-8.4067,9.4
2021-03-10T00:00:00.000Z,41.5549,-8.4067,24.23
2021-03-11T00:00:00.000Z,41.5549,-8.4067,7.3
2021-03-12T00:00:00.000Z,41.5549,-8.4067,12.22
2021-03-13T00:00:00.000Z,41.5549,-8.4067,15.53
2021-03-14T00:00:00.000Z,41.5549,-8.4067,11.0
2021-03-15T00:00:00.000Z,41.5549,-8.4067,6.88
2021-03-16T00:00:00.000Z,41.5549,-8.4067,6.4
2021-03-17T00:00:00.000Z,41.5549,-8.4067,2.89
2021-03-18T00:00:00.000Z,41.5549,-8.4067,6.63
2021-03-19T00:00:00.000Z,41.5549,-8.4067,8.07
2021-03-20T00:00:00.000Z,41.5549,-8.4067,5.5
2021-03-21T00:00:00.000Z,41.5549,-8.4067,6.3
2021-03-22T00:00:00.000Z,41.5549,-8.4067,12.85
2021-03-23T00:00:00.000Z,41.5549,-8.4067,21.07
2021-04-06T00:00:00.000Z,41.5549,-8.4067,33.45
2021-04-07T00:00:00.000Z,41.5549,-8.4067,6.5
2021-04-08T00:00:00.000Z,41.5549,-8.4067,23.57
2021-04-09T00:00:00.000Z,41.5549,-8.4067,22.93
2021-04-10T00:00:00.000Z,41.5549,-8.4067,13.0
2021-04-11T00:00:00.000Z,41.5549,-8.4067,3.8
2021-04-12T00:00:00.000Z,41.5549,-8.4067,2.86
2021-04-13T00:00:00.000Z,41.5549,-8.4067,7.97
2021-04-14T00:00:00.000Z,41.5549,-8.4067,3.55
2021-04-15T00:00:00.000Z,41.5549,-8.4067,5.25
2021-04-16T00:00:00.000Z,41.5549,-8.4067,8.13
2021-04-17T00:00:00.000Z,41.5549,-8.4067,5.4
2021-04-18T00:00:00.000Z,41.5549,-8.4067,5.22
2021-04-19T00:00:00.000Z,41.5549,-8.4067,9.35
2021-04-20T00:00:00.000Z,41.5549,-8.4067,6.92
2021-04-21T00:00:00.000Z,41.5549,-8.4067,8.27
2021-04-22T00:00:00.000Z,41.5549,-8.4067,10.38
2021-04-23T00:00:00.000Z,41.5549,-8.4067,11.17
2021-04-24T00:00:00.000Z,41.5549,-8.4067,7.35
2021-04-25T00:00:00.000Z,41.5549,-8.4067,5.05
2021-04-26T00:00:00.000Z,41.5549,-8.4067,6.07
2021-04-27T00:00:00.000Z,41.5549,-8.4067,12.4
2021-04-28T00:00:00.000Z,41.5549,-8.4067,10.98
2021-04-29T00:00:00.000Z,41.5549,-8.4067,5.22
2021-04-30T00:00:00.000Z,41.5549,-8.4067,5.03
2021-05-01T00:00:00.000Z,41.5549,-8.4067,3.99
2021-05-02T00:00:00.000Z,41.5549,-8.4067,3.87
2021-05-03T00:00:00.000Z,41.5549,-8.4067,4.42
2021-05-04T00:00:00.000Z,41.5549,-8.4067,5.68
2021-05-05T00:00:00.000Z,41.5549,-8.4067,4.11
2021-05-06T00:00:00.000Z,41.5549,-8.4067,4.78
2021-05-07T00:00:00.000Z,41.5549,-8.4067,8.52
2021-05-08T00:00:00.000Z,41.5549,-8.4067,6.6
2021-05-09T00:00:00.000Z,41.5549,-8.4067,5.75
2021-05-10T00:00:00.000Z,41.5549,-8.4067,6.97
2021-05-11T00:00:00.000Z,41.5549,-8.4067,7.15
2021-05-12T00:00:00.000Z,41.5549,-8.4067,8.0
2021-05-13T00:00:00.000Z,41.5549,-8.4067,7.26
2021-05-14T00:00:00.000Z,41.5549,-8.4067,8.0
2021-05-15T00:00:00.000Z,41.5549,-8.4067,11.26
2021-05-16T00:00:00.000Z,41.5549,-8.4067,5.15
2021-05-17T00:00:00.000Z,41.5549,-8.4067,9.07
2021-05-18T00:00:00.000Z,41.5549,-8.4067,4.78
2021-05-19T00:00:00.000Z,41.5549,-8.4067,3.29
2021-05-20T00:00:00.000Z,41.5549,-8.4067,6.53
2021-05-21T00:00:00.000Z,41.5549,-8.4067,8.82
2021-05-22T00:00:00.000Z,41.5549,-8.4067,7.8
2021-05-23T00:00:00.000Z,41.5549,-8.4067,5.88
2021-05-24T00:00:00.000Z,41.5549,-8.4067,13.63
2021-05-25T00:00:00.000Z,41.5549,-8.4067,10.5
2021-05-26T00:00:00.000Z,41.5549,-8.4067,9.4
2021-05-27T00:00:00.000Z,41.5549,-8.4067,15.45
2021-06-04T00:00:00.000Z,41.5549,-8.4067,4.75
2021-06-05T00:00:00.000Z,41.5549,-8.4067,4.21
2021-06-06T00:00:00.000Z,41.5549,-8.4067,14.92
2021-06-07T00:00:00.000Z,41.5549,-8.4067,18.48
2021-06-08T00:00:00.000Z,41.5549,-8.4067,11.81
2021-06-09T00:00:00.000Z,41.5549,-8.4067,7.9
2021-06-10T00:00:00.000Z,41.5549,-8.4067,7.75
2021-06-11T00:00:00.000Z,41.5549,-8.4067,20.43
2021-06-12T00:00:00.000Z,41.5549,-8.4067,6.22
2021-06-13T00:00:00.000Z,41.5549,-8.4067,7.57
2021-06-23T00:00:00.000Z,41.5549,-8.4067,4.38
2021-06-24T00:00:00.000Z,41.5549,-8.4067,2.97
2021-06-25T00:00:00.000Z,41.5549,-8.4067,3.0
2021-06-26T00:00:00.000Z,41.5549,-8.4067,13.62
2021-06-27T00:00:00.000Z,41.5549,-8.4067,5.9
2021-06-28T00:00:00.000Z,41.5549,-8.4067,8.38
2021-06-29T00:00:00.000Z,41.5549,-8.4067,10.38
2021-06-30T00:00:00.000Z,41.5549,-8.4067,12.27
2021-07-01T00:00:00.000Z,41.5549,-8.4067,15.65
2021-07-02T00:00:00.000Z,41.5549,-8.4067,5.57
2021-07-03T00:00:00.000Z,41.5549,-8.4067,5.43
2021-07-04T00:00:00.000Z,41.5549,-8.4067,6.57
2021-07-05T00:00:00.000Z,41.5549,-8.4067,4.25
2021-07-06T00:00:00.000Z,41.5549,-8.4067,9.82
2021-07-07T00:00:00.000Z,41.5549,-8.4067,8.32
2021-07-08T00:00:00.000Z,41.5549,-8.4067,6.54
2021-07-09T00:00:00.000Z,41.5549,-8.4067,7.24
2021-07-10T00:00:00.000Z,41.5549,-8.4067,5.89
2021-07-11T00:00:00.000Z,41.5549,-8.4067,6.85
2021-07-12T00:00:00.000Z,41.5549,-8.4067,7.04
2021-07-13T00:00:00.000Z,41.5549,-8.4067,6.94
2021-07-14T00:00:00.000Z,41.5549,-8.4067,3.15
2021-07-15T00:00:00.000Z,41.5549,-8.4067,3.35
2021-07-16T00:00:00.000Z,41.5549,-8.4067,3.79
2021-07-17T00:00:00.000Z,41.5549,-8.4067,6.53
2021-07-18T00:00:00.000Z,41.5549,-8.4067,21.83
2021-07-19T00:00:00.000Z,41.5549,-8.4067,9.8
2021-07-20T00:00:00.000Z,41.5549,-8.4067,10.83
2021-07-21T00:00:00.000Z,41.5549,-8.4067,11.48
2021-07-22T00:00:00.000Z,41.5549,-8.4067,21.85
2021-07-23T00:00:00.000Z,41.5549,-8.4067,8.16
2021-07-24T00:00:00.000Z,41.5549,-8.4067,6.42
2021-07-25T00:00:00.000Z,41.5549,-8.4067,6.05
2021-07-26T00:00:00.000Z,41.5549,-8.4067,7.97
2021-07-27T00:00:00.000Z,41.5549,-8.4067,9.35
2021-07-28T00:00:00.000Z,41.5549,-8.4067,5.28
2021-07-29T00:00:00.000Z,41.5549,-8.4067,7.5
2021-07-30T00:00:00.000Z,41.5549,-8.4067,8.19
2021-07-31T00:00:00.000Z,41.5549,-8.4067,6.42
2021-08-01T00:00:00.000Z,41.5549,-8.4067,13.14
2021-08-02T00:00:00.000Z,41.5549,-8.4067,4.24
2021-08-03T00:00:00.000Z,41.5549,-8.4067,5.81
2021-08-04T00:00:00.000Z,41.5549,-8.4067,1.92
2021-08-05T00:00:00.000Z,41.5549,-8.4067,11.22
2021-08-06T00:00:00.000Z,41.5549,-8.4067,5.95
2021-08-07T00:00:00.000Z,41.5549,-8.4067,6.88
2021-08-08T00:00:00.000Z,41.5549,-8.4067,5.18
2021-08-09T00:00:00.000Z,41.5549,-8.4067,7.55
2021-08-10T00:00:00.000Z,41.5549,-8.4067,9.65
2021-08-11T00:00:00.000Z,41.5549,-8.4067,12.05
2021-08-12T00:00:00.000Z,41.5549,-8.4067,12.96
2021-08-13T00:00:00.000Z,41.5549,-8.4067,13.55
2021-08-14T00:00:00.000Z,41.5549,-8.4067,14.77
2021-08-15T00:00:00.000Z,41.5549,-8.4067,7.6
2021-08-16T00:00:00.000Z,41.5549,-8.4067,5.05
2021-08-17T00:00:00.000Z,41.5549,-8.4067,5.32
2021-08-18T00:00:00.000Z,41.5549,-8.4067,6.85
2021-08-19T00:00:00.000Z,41.5549,-8.4067,10.02
2021-08-20T00:00:00.000Z,41.5549,-8.4067,15.33
2021-08-21T00:00:00.000Z,41.5549,-8.4067,4.93
2021-08-22T00:00:00.000Z,41.5549,-8.4067,7.22
2021-08-23T00:00:00.000Z,41.5549,-8.4067,9.39
2021-08-24T00:00:00.000Z,41.5549,-8.4067,8.32
2021-08-25T00:00:00.000Z,41.5549,-8.4067,19.63
2021-08-26T00:00:00.000Z,41.5549,-8.4067,19.3
2021-08-27T00:00:00.000Z,41.5549,-8.4067,19.62
2021-08-28T00:00:00.000Z,41.5549,-8.4067,16.3
2021-08-29T00:00:00.000Z,41.5549,-8.4067,16.3
2021-08-30T00:00:00.000Z,41.5549,-8.4067,13.9
2021-08-31T00:00:00.000Z,41.5549,-8.4067,11.46
2021-09-01T00:00:00.000Z,41.5549,-8.4067,17.66
2021-09-02T00:00:00.000Z,41.5549,-8.4067,18.25
2021-09-03T00:00:00.000Z,41.5549,-8.4067,12.77
2021-09-04T00:00:00.000Z,41.5549,-8.4067,13.4
2021-09-05T00:00:00.000Z,41.5549,-8.4067,9.55
2021-09-06T00:00:00.000Z,41.5549,-8.4067,9.85
2021-09-07T00:00:00.000Z,41.5549,-8.4067,7.2
2021-09-08T00:00:00.000Z,41.5549,-8.4067,7.85
2021-09-09T00:00:00.000Z,41.5549,-8.4067,9.99
2021-09-10T00:00:00.000Z,41.5549,-8.4067,7.7
2021-09-11T00:00:00.000Z,41.5549,-8.4067,5.49
2021-09-12T00:00:00.000Z,41.5549,-8.4067,6.18
2021-09-13T00:00:00.000Z,41.5549,-8.4067,8.81
2021-09-14T00:00:00.000Z,41.5549,-8.4067,6.89
2021-09-15T00:00:00.000Z,41.5549,-8.4067,6.23
2021-09-16T00:00:00.000Z,41.5549,-8.4067,6.32
2021-09-17T00:00:00.000Z,41.5549,-8.4067,15.52
2021-09-18T00:00:00.000Z,41.5549,-8.4067,7.77
2021-09-19T00:00:00.000Z,41.5549,-8.4067,5.05
2021-09-20T00:00:00.000Z,41.5549,-8.4067,3.0
2021-09-21T00:00:00.000Z,41.5549,-8.4067,2.29
2021-09-22T00:00:00.000Z,41.5549,-8.4067,2.39
2021-09-23T00:00:00.000Z,41.5549,-8.4067,3.8
2021-09-24T00:00:00.000Z,41.5549,-8.4067,5.3
2021-09-25T00:00:00.000Z,41.5549,-8.4067,7.63
2021-09-26T00:00:00.000Z,41.5549,-8.4067,4.63
2021-09-27T00:00:00.000Z,41.5549,-8.4067,7.59
2021-09-28T00:00:00.000Z,41.5549,-8.4067,7.23
2021-09-29T00:00:00.000Z,41.5549,-8.4067,4.7
2021-09-30T00:00:00.000Z,41.5549,-8.4067,6.2
2021-10-01T00:00:00.000Z,41.5549,-8.4067,10.94
2021-10-02T00:00:00.000Z,41.5549,-8.4067,6.7
2021-10-03T00:00:00.000Z,41.5549,-8.4067,6.43
2021-10-04T00:00:00.000Z,41.5549,-8.4067,8.75
2021-10-05T00:00:00.000Z,41.5549,-8.4067,4.97
2021-10-06T00:00:00.000Z,41.5549,-8.4067,6.28
2021-10-07T00:00:00.000Z,41.5549,-8.4067,10.74
2021-10-08T00:00:00.000Z,41.5549,-8.4067,12.17
2021-10-09T00:00:00.000Z,41.5549,-8.4067,45.05
2021-10-10T00:00:00.000Z,41.5549,-8.4067,3.22
2021-10-11T00:00:00.000Z,41.5549,-8.4067,4.9
2021-10-12T00:00:00.000Z,41.5549,-8.4067,6.15
2021-10-13T00:00:00.000Z,41.5549,-8.4067,4.8
2021-10-14T00:00:00.000Z,41.5549,-8.4067,15.75
2021-10-15T00:00:00.000Z,41.5549,-8.4067,22.65
2021-10-16T00:00:00.000Z,41.5549,-8.4067,60.12
2021-10-17T00:00:00.000Z,41.5549,-8.4067,12.63
2021-10-18T00:00:00.000Z,41.5549,-8.4067,15.27
2021-10-19T00:00:00.000Z,41.5549,-8.4067,13.9
2021-10-20T00:00:00.000Z,41.5549,-8.4067,15.38
2021-10-21T00:00:00.000Z,41.5549,-8.4067,10.5
2021-10-22T00:00:00.000Z,41.5549,-8.4067,6.43
2021-10-23T00:00:00.000Z,41.5549,-8.4067,13.8
2021-10-24T00:00:00.000Z,41.5549,-8.4067,11.23
2021-10-25T00:00:00.000Z,41.5549,-8.4067,7.7
2021-10-26T00:00:00.000Z,41.5549,-8.4067,13.2
2021-10-27T00:00:00.000Z,41.5549,-8.4067,17.0
2021-10-28T00:00:00.000Z,41.5549,-8.4067,17.6
2021-10-29T00:00:00.000Z,41.5549,-8.4067,7.55
2021-10-30T00:00:00.000Z,41.5549,-8.4067,10.27
2021-10-31T00:00:00.000Z,41.5549,-8.4067,10.98
2021-11-01T00:00:00.000Z,41.5549,-8.4067,6.0
2021-11-02T00:00:00.000Z,41.5549,-8.4067,10.77
2021-11-03T00:00:00.000Z,41.5549,-8.4067,13.24
2021-11-04T00:00:00.000Z,41.5549,-8.4067,8.8
2021-11-05T00:00:00.000Z,41.5549,-8.4067,5.42
2021-11-06T00:00:00.000Z,41.5549,-8.4067,6.43
2021-11-07T00:00:00.000Z,41.5549,-8.4067,16.67
2021-11-08T00:00:00.000Z,41.5549,-8.4067,19.27
2021-11-09T00:00:00.000Z,41.5549,-8.4067,27.74
2021-11-10T00:00:00.000Z,41.5549,-8.4067,25.83
2021-11-11T00:00:00.000Z,41.5549,-8.4067,40.83
2021-11-12T00:00:00.000Z,41.5549,-8.4067,44.43
2021-11-13T00:00:00.000Z,41.5549,-8.4067,28.05
2021-11-14T00:00:00.000Z,41.5549,-8.4067,31.2
2021-11-15T00:00:00.000Z,41.5549,-8.4067,21.57
2021-11-16T00:00:00.000Z,41.5549,-8.4067,9.9
2021-11-17T00:00:00.000Z,41.5549,-8.4067,11.42
2021-11-18T00:00:00.000Z,41.5549,-8.4067,3.03
2021-11-19T00:00:00.000Z,41.5549,-8.4067,4.43
2021-11-20T00:00:00.000Z,41.5549,-8.4067,9.82
2021-11-21T00:00:00.000Z,41.5549,-8.4067,33.47
2021-11-22T00:00:00.000Z,41.5549,-8.4067,4.67
2021-11-23T00:00:00.000Z,41.5549,-8.4067,5.43
2021-11-24T00:00:00.000Z,41.5549,-8.4067,11.37
2021-11-25T00:00:00.000Z,41.5549,-8.4067,13.62
2021-11-26T00:00:00.000Z,41.5549,-8.4067,8.5
2021-11-27T00:00:00.000Z,41.5549,-8.4067,12.8
2021-11-28T00:00:00.000Z,41.5549,-8.4067,15.73
2021-11-29T00:00:00.000Z,41.5549,-8.4067,13.53
2021-11-30T00:00:00.000Z,41.5549,-8.4067,42.7
2021-12-01T00:00:00.000Z,41.5549,-8.4067,31.65
2021-12-02T00:00:00.000Z,41.5549,-8.4067,11.73
2021-12-03T00:00:00.000Z,41.5549,-8.4067,14.17
2021-12-04T00:00:00.000Z,41.5549,-8.4067,13.67
2021-12-05T00:00:00.000Z,41.5549,-8.4067,16.6
2021-12-06T00:00:00.000Z,41.5549,-8.4067,17.87
2021-12-07T00:00:00.000Z,41.5549,-8.4067,12.7
2021-12-08T00:00:00.000Z,41.5549,-8.4067,12.57
2021-12-09T00:00:00.000Z,41.5549,-8.4067,16.82
2021-12-10T00:00:00.000Z,41.5549,-8.4067,17.98
2021-12-11T00:00:00.000Z,41.5549,-8.4067,44.3
2021-12-12T00:00:00.000Z,41.5549,-8.4067,26.2
2021-12-13T00:00:00.000Z,41.5549,-8.4067,6.1
2021-12-14T00:00:00.000Z,41.5549,-8.4067,3.4
2021-12-16T00:00:00.000Z,41.5549,-8.4067,35.9
2021-12-17T00:00:00.000Z,41.5549,-8.4067,31.57
2021-12-18T00:00:00.000Z,41.5549,-8.4067,33.72
2021-12-19T00:00:00.000Z,41.5549,-8.4067,8.69
2021-12-20T00:00:00.000Z,41.5549,-8.4067,8.8
2021-12-21T00:00:00.000Z,41.5549,-8.4067,6.22
2021-12-22T00:00:00.000Z,41.5549,-8.4067,6.47
2021-12-23T00:00:00.000Z,41.5549,-8.4067,14.2
2021-12-24T00:00:00.000Z,41.5549,-8.4067,14.85
2021-12-25T00:00:00.000Z,41.5549,-8.4067,11.47
2021-12-26T00:00:00.000Z,41.5549,-8.4067,10.43
2021-12-27T00:00:00.000Z,41.5549,-8.4067,51.91
2021-12-28T00:00:00.000Z,41.5549,-8.4067,27.61
2021-12-29T00:00:00.000Z,41.5549,-8.4067,6.32
2021-12-30T00:00:00.000Z,41.5549,-8.4067,20.35
2021-12-31T00:00:00.000Z,41.5549,-8.4067,12.42
2022-01-01T00:00:00.000Z,41.5549,-8.4067,6.31
2022-01-02T00:00:00.000Z,41.5549,-8.4067,9.52
2022-01-03T00:00:00.000Z,41.5549,-8.4067,20.37
2022-01-04T00:00:00.000Z,41.5549,-8.4067,10.93
2022-01-05T00:00:00.000Z,41.5549,-8.4067,25.97
2022-01-06T00:00:00.000Z,41.5549,-8.4067,34.64
2022-01-07T00:00:00.000Z,41.5549,-8.4067,19.6
2022-01-08T00:00:00.000Z,41.5549,-8.4067,39.54
2022-01-09T00:00:00.000Z,41.5549,-8.4067,20.03
2022-01-10T00:00:00.000Z,41.5549,-8.4067,15.37
2022-01-11T00:00:00.000Z,41.5549,-8.4067,27.58
2022-01-12T00:00:00.000Z,41.5549,-8.4067,2.9
2022-01-13T00:00:00.000Z,41.5549,-8.4067,8.4
2022-01-14T00:00:00.000Z,41.5549,-8.4067,7.97
2022-01-15T00:00:00.000Z,41.5549,-8.4067,15.6
2022-01-16T00:00:00.000Z,41.5549,-8.4067,10.43
2022-01-17T00:00:00.000Z,41.5549,-8.4067,22.45
2022-01-18T00:00:00.000Z,41.5549,-8.4067,17.52
2022-01-19T00:00:00.000Z,41.5549,-8.4067,35.79
2022-01-20T00:00:00.000Z,41.5549,-8.4067,29.73
2022-01-21T00:00:00.000Z,41.5549,-8.4067,5.49
2022-01-22T00:00:00.000Z,41.5549,-8.4067,7.77
2022-01-23T00:00:00.000Z,41.5549,-8.4067,10.95
2022-01-24T00:00:00.000Z,41.5549,-8.4067,40.63
2022-01-25T00:00:00.000Z,41.5549,-8.4067,20.32
2022-01-26T00:00:00.000Z,41.5549,-8.4067,7.87
2022-01-27T00:00:00.000Z,41.5549,-8.4067,23.6
2022-01-28T00:00:00.000Z,41.5549,-8.4067,11.67
2022-01-29T00:00:00.000Z,41.5549,-8.4067,14.5
2022-01-30T00:00:00.000Z,41.5549,-8.4067,16.57
2022-01-31T00:00:00.000Z,41.5549,-8.4067,30.9
2022-02-01T00:00:00.000Z,41.5549,-8.4067,26.8
2022-02-02T00:00:00.000Z,41.5549,-8.4067,9.17
2022-02-03T00:00:00.000Z,41.5549,-8.4067,32.93
2022-02-04T00:00:00.000Z,41.5549,-8.4067,29.32
2022-02-05T00:00:00.000Z,41.5549,-8.4067,10.93
2022-02-06T00:00:00.000Z,41.5549,-8.4067,8.4
2022-02-07T00:00:00.000Z,41.5549,-8.4067,11.7
2022-02-08T00:00:00.000Z,41.5549,-8.4067,6.55
2022-02-09T00:00:00.000Z,41.5549,-8.4067,25.96
2022-02-10T00:00:00.000Z,41.5549,-8.4067,33.53
2022-02-11T00:00:00.000Z,41.5549,-8.4067,36.85
2022-02-14T00:00:00.000Z,41.5549,-8.4067,18.57
2022-02-15T00:00:00.000Z,41.5549,-8.4067,23.83
2022-02-16T00:00:00.000Z,41.5549,-8.4067,14.3
2022-02-17T00:00:00.000Z,41.5549,-8.4067,10.82
2022-02-18T00:00:00.000Z,41.5549,-8.4067,9.63
2022-02-19T00:00:00.000Z,41.5549,-8.4067,6.97
